state_nameA,state_nameB,year,atopally,defense,offense,neutral,nonagg,consul,shareob,transyr,bilatno,multino,number,asymm,stateA,stateB,version,atopids
Netherlands,Andorra,2018,1,0,0,0,1,0,,0,0,1,1,0,210,232,5.1,[3740.0]
Netherlands,Portugal,2018,1,1,0,0,1,1,,0,0,3,3,0,210,235,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Germany,2018,1,1,0,0,1,1,,0,0,3,3,0,210,255,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Poland,2018,1,1,0,0,1,1,,0,0,3,3,0,210,290,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Austria,2018,1,1,0,0,1,1,,0,0,2,2,0,210,305,5.1,"[3740.0, 4175.0]"
Netherlands,Hungary,2018,1,1,0,0,1,1,,0,0,3,3,0,210,310,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Czech Republic,2018,1,1,0,0,1,1,,0,0,3,3,0,210,316,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Slovakia,2018,1,1,0,0,1,1,,0,0,3,3,0,210,317,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Italy,2018,1,1,0,0,1,1,,0,0,3,3,0,210,325,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,San Marino,2018,1,0,0,0,1,0,,0,0,1,1,0,210,331,5.1,[3740.0]
Netherlands,Malta,2018,1,1,0,0,1,1,,0,0,2,2,0,210,338,5.1,"[3740.0, 4175.0]"
Netherlands,Albania,2018,1,1,0,0,1,1,,0,0,2,2,0,210,339,5.1,"[3180.0, 3740.0]"
Netherlands,Montenegro,2018,1,1,0,0,1,1,,0,0,2,2,0,210,341,5.1,"[3180.0, 3740.0]"
Netherlands,Macedonia,2018,1,0,0,0,1,0,,0,0,1,1,0,210,343,5.1,[3740.0]
Netherlands,Croatia,2018,1,1,0,0,1,1,,0,0,3,3,0,210,344,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Yugoslavia,2018,1,0,0,0,1,0,,0,0,1,1,0,210,345,5.1,[3740.0]
Netherlands,Bosnia and Herzegovina,2018,1,0,0,0,1,0,,0,0,1,1,0,210,346,5.1,[3740.0]
Netherlands,Slovenia,2018,1,1,0,0,1,1,,0,0,3,3,0,210,349,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Greece,2018,1,1,0,0,1,1,,0,0,3,3,0,210,350,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Cyprus,2018,1,1,0,0,1,1,,0,0,2,2,0,210,352,5.1,"[3740.0, 4175.0]"
Netherlands,Bulgaria,2018,1,1,0,0,1,1,,0,0,3,3,0,210,355,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Moldova,2018,1,0,0,0,1,0,,0,0,1,1,0,210,359,5.1,[3740.0]
Netherlands,Romania,2018,1,1,0,0,1,1,,0,0,3,3,0,210,360,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Russia,2018,1,0,0,0,1,0,,0,0,1,1,0,210,365,5.1,[3740.0]
Netherlands,Estonia,2018,1,1,0,0,1,1,,0,0,3,3,0,210,366,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Latvia,2018,1,1,0,0,1,1,,0,0,3,3,0,210,367,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Lithuania,2018,1,1,0,0,1,1,,0,0,3,3,0,210,368,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Ukraine,2018,1,0,0,0,1,0,,0,0,1,1,0,210,369,5.1,[3740.0]
Netherlands,Belarus,2018,1,0,0,0,1,0,,0,0,1,1,0,210,370,5.1,[3740.0]
Netherlands,Armenia,2018,1,0,0,0,1,0,,0,0,1,1,0,210,371,5.1,[3740.0]
Netherlands,Georgia,2018,1,0,0,0,1,0,,0,0,1,1,0,210,372,5.1,[3740.0]
Netherlands,Azerbaijan,2018,1,0,0,0,1,0,,0,0,1,1,0,210,373,5.1,[3740.0]
Netherlands,Finland,2018,1,1,0,0,1,1,,0,0,2,2,0,210,375,5.1,"[3740.0, 4175.0]"
Netherlands,Sweden,2018,1,1,0,0,1,1,,0,0,2,2,0,210,380,5.1,"[3740.0, 4175.0]"
Netherlands,Norway,2018,1,1,0,0,1,1,,0,0,2,2,0,210,385,5.1,"[3180.0, 3740.0]"
Netherlands,Denmark,2018,1,1,0,0,1,1,,0,0,3,3,0,210,390,5.1,"[3180.0, 3740.0, 4175.0]"
Netherlands,Iceland,2018,1,1,0,0,1,1,,0,0,2,2,0,210,395,5.1,"[3180.0, 3740.0]"
Netherlands,Turkey,2018,1,1,0,0,1,1,,0,0,2,2,0,210,640,5.1,"[3180.0, 3740.0]"
Netherlands,Turkmenistan,2018,1,0,0,0,1,0,,0,0,1,1,0,210,701,5.1,[3740.0]
Netherlands,Tajikistan,2018,1,0,0,0,1,0,,0,0,1,1,0,210,702,5.1,[3740.0]
Netherlands,Kyrgyzstan,2018,1,0,0,0,1,0,,0,0,1,1,0,210,703,5.1,[3740.0]
Netherlands,Uzbekistan,2018,1,0,0,0,1,0,,0,0,1,1,0,210,704,5.1,[3740.0]
Netherlands,Kazakhstan,2018,1,0,0,0,1,0,,0,0,1,1,0,210,705,5.1,[3740.0]
Netherlands,Mongolia,2018,1,0,0,0,1,0,,0,0,1,1,0,210,712,5.1,[3740.0]
Belgium,United States of America,2018,1,1,0,0,1,1,,0,0,2,2,0,211,2,5.1,"[3180.0, 3740.0]"
Belgium,Canada,2018,1,1,0,0,1,1,,0,0,2,2,0,211,20,5.1,"[3180.0, 3740.0]"
Belgium,United Kingdom,2018,1,1,0,0,1,1,,0,0,3,3,0,211,200,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Ireland,2018,1,1,0,0,1,1,,0,0,2,2,0,211,205,5.1,"[3740.0, 4175.0]"
Belgium,Netherlands,2018,1,1,0,0,1,1,,0,0,3,3,0,211,210,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Luxembourg,2018,1,1,0,0,1,1,,0,0,3,3,0,211,212,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,France,2018,1,1,0,0,1,1,,0,0,3,3,0,211,220,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Monaco,2018,1,0,0,0,1,0,,0,0,1,1,0,211,221,5.1,[3740.0]
Belgium,Liechtenstein,2018,1,0,0,0,1,0,,0,0,1,1,0,211,223,5.1,[3740.0]
Belgium,Switzerland,2018,1,0,0,0,1,0,,0,0,1,1,0,211,225,5.1,[3740.0]
Belgium,Spain,2018,1,1,0,0,1,1,,0,0,3,3,0,211,230,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Andorra,2018,1,0,0,0,1,0,,0,0,1,1,0,211,232,5.1,[3740.0]
Belgium,Portugal,2018,1,1,0,0,1,1,,0,0,3,3,0,211,235,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Germany,2018,1,1,0,0,1,1,,0,0,3,3,0,211,255,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Poland,2018,1,1,0,0,1,1,,0,0,3,3,0,211,290,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Austria,2018,1,1,0,0,1,1,,0,0,2,2,0,211,305,5.1,"[3740.0, 4175.0]"
Belgium,Hungary,2018,1,1,0,0,1,1,,0,0,3,3,0,211,310,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Czech Republic,2018,1,1,0,0,1,1,,0,0,3,3,0,211,316,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Slovakia,2018,1,1,0,0,1,1,,0,0,3,3,0,211,317,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Italy,2018,1,1,0,0,1,1,,0,0,3,3,0,211,325,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,San Marino,2018,1,0,0,0,1,0,,0,0,1,1,0,211,331,5.1,[3740.0]
Belgium,Malta,2018,1,1,0,0,1,1,,0,0,2,2,0,211,338,5.1,"[3740.0, 4175.0]"
Belgium,Albania,2018,1,1,0,0,1,1,,0,0,2,2,0,211,339,5.1,"[3180.0, 3740.0]"
Belgium,Montenegro,2018,1,1,0,0,1,1,,0,0,2,2,0,211,341,5.1,"[3180.0, 3740.0]"
Belgium,Macedonia,2018,1,0,0,0,1,0,,0,0,1,1,0,211,343,5.1,[3740.0]
Belgium,Croatia,2018,1,1,0,0,1,1,,0,0,3,3,0,211,344,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Yugoslavia,2018,1,0,0,0,1,0,,0,0,1,1,0,211,345,5.1,[3740.0]
Belgium,Bosnia and Herzegovina,2018,1,0,0,0,1,0,,0,0,1,1,0,211,346,5.1,[3740.0]
Belgium,Slovenia,2018,1,1,0,0,1,1,,0,0,3,3,0,211,349,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Greece,2018,1,1,0,0,1,1,,0,0,3,3,0,211,350,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Cyprus,2018,1,1,0,0,1,1,,0,0,2,2,0,211,352,5.1,"[3740.0, 4175.0]"
Belgium,Bulgaria,2018,1,1,0,0,1,1,,0,0,3,3,0,211,355,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Moldova,2018,1,0,0,0,1,0,,0,0,1,1,0,211,359,5.1,[3740.0]
Belgium,Romania,2018,1,1,0,0,1,1,,0,0,3,3,0,211,360,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Russia,2018,1,0,0,0,1,0,,0,0,1,1,0,211,365,5.1,[3740.0]
Belgium,Estonia,2018,1,1,0,0,1,1,,0,0,3,3,0,211,366,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Latvia,2018,1,1,0,0,1,1,,0,0,3,3,0,211,367,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Lithuania,2018,1,1,0,0,1,1,,0,0,3,3,0,211,368,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Ukraine,2018,1,0,0,0,1,0,,0,0,1,1,0,211,369,5.1,[3740.0]
Belgium,Belarus,2018,1,0,0,0,1,0,,0,0,1,1,0,211,370,5.1,[3740.0]
Belgium,Armenia,2018,1,0,0,0,1,0,,0,0,1,1,0,211,371,5.1,[3740.0]
Belgium,Georgia,2018,1,0,0,0,1,0,,0,0,1,1,0,211,372,5.1,[3740.0]
Belgium,Azerbaijan,2018,1,0,0,0,1,0,,0,0,1,1,0,211,373,5.1,[3740.0]
Belgium,Finland,2018,1,1,0,0,1,1,,0,0,2,2,0,211,375,5.1,"[3740.0, 4175.0]"
Belgium,Sweden,2018,1,1,0,0,1,1,,0,0,2,2,0,211,380,5.1,"[3740.0, 4175.0]"
Belgium,Norway,2018,1,1,0,0,1,1,,0,0,2,2,0,211,385,5.1,"[3180.0, 3740.0]"
Belgium,Denmark,2018,1,1,0,0,1,1,,0,0,3,3,0,211,390,5.1,"[3180.0, 3740.0, 4175.0]"
Belgium,Iceland,2018,1,1,0,0,1,1,,0,0,2,2,0,211,395,5.1,"[3180.0, 3740.0]"
Belgium,Turkey,2018,1,1,0,0,1,1,,0,0,2,2,0,211,640,5.1,"[3180.0, 3740.0]"
Belgium,Turkmenistan,2018,1,0,0,0,1,0,,0,0,1,1,0,211,701,5.1,[3740.0]
Belgium,Tajikistan,2018,1,0,0,0,1,0,,0,0,1,1,0,211,702,5.1,[3740.0]
Belgium,Kyrgyzstan,2018,1,0,0,0,1,0,,0,0,1,1,0,211,703,5.1,[3740.0]
Belgium,Uzbekistan,2018,1,0,0,0,1,0,,0,0,1,1,0,211,704,5.1,[3740.0]
Belgium,Kazakhstan,2018,1,0,0,0,1,0,,0,0,1,1,0,211,705,5.1,[3740.0]
Belgium,Mongolia,2018,1,0,0,0,1,0,,0,0,1,1,0,211,712,5.1,[3740.0]
Luxembourg,United States of America,2018,1,1,0,0,1,1,,0,0,2,2,0,212,2,5.1,"[3180.0, 3740.0]"
Luxembourg,Canada,2018,1,1,0,0,1,1,,0,0,2,2,0,212,20,5.1,"[3180.0, 3740.0]"
Luxembourg,United Kingdom,2018,1,1,0,0,1,1,,0,0,3,3,0,212,200,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Ireland,2018,1,1,0,0,1,1,,0,0,2,2,0,212,205,5.1,"[3740.0, 4175.0]"
Luxembourg,Netherlands,2018,1,1,0,0,1,1,,0,0,3,3,0,212,210,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Belgium,2018,1,1,0,0,1,1,,0,0,3,3,0,212,211,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,France,2018,1,1,0,0,1,1,,0,0,3,3,0,212,220,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Monaco,2018,1,0,0,0,1,0,,0,0,1,1,0,212,221,5.1,[3740.0]
Luxembourg,Liechtenstein,2018,1,0,0,0,1,0,,0,0,1,1,0,212,223,5.1,[3740.0]
Luxembourg,Switzerland,2018,1,0,0,0,1,0,,0,0,1,1,0,212,225,5.1,[3740.0]
Luxembourg,Spain,2018,1,1,0,0,1,1,,0,0,3,3,0,212,230,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Andorra,2018,1,0,0,0,1,0,,0,0,1,1,0,212,232,5.1,[3740.0]
Luxembourg,Portugal,2018,1,1,0,0,1,1,,0,0,3,3,0,212,235,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Germany,2018,1,1,0,0,1,1,,0,0,3,3,0,212,255,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Poland,2018,1,1,0,0,1,1,,0,0,3,3,0,212,290,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Austria,2018,1,1,0,0,1,1,,0,0,2,2,0,212,305,5.1,"[3740.0, 4175.0]"
Luxembourg,Hungary,2018,1,1,0,0,1,1,,0,0,3,3,0,212,310,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Czech Republic,2018,1,1,0,0,1,1,,0,0,3,3,0,212,316,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Slovakia,2018,1,1,0,0,1,1,,0,0,3,3,0,212,317,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Italy,2018,1,1,0,0,1,1,,0,0,3,3,0,212,325,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,San Marino,2018,1,0,0,0,1,0,,0,0,1,1,0,212,331,5.1,[3740.0]
Luxembourg,Malta,2018,1,1,0,0,1,1,,0,0,2,2,0,212,338,5.1,"[3740.0, 4175.0]"
Luxembourg,Albania,2018,1,1,0,0,1,1,,0,0,2,2,0,212,339,5.1,"[3180.0, 3740.0]"
Luxembourg,Montenegro,2018,1,1,0,0,1,1,,0,0,2,2,0,212,341,5.1,"[3180.0, 3740.0]"
Luxembourg,Macedonia,2018,1,0,0,0,1,0,,0,0,1,1,0,212,343,5.1,[3740.0]
Luxembourg,Croatia,2018,1,1,0,0,1,1,,0,0,3,3,0,212,344,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Yugoslavia,2018,1,0,0,0,1,0,,0,0,1,1,0,212,345,5.1,[3740.0]
Luxembourg,Bosnia and Herzegovina,2018,1,0,0,0,1,0,,0,0,1,1,0,212,346,5.1,[3740.0]
Luxembourg,Slovenia,2018,1,1,0,0,1,1,,0,0,3,3,0,212,349,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Greece,2018,1,1,0,0,1,1,,0,0,3,3,0,212,350,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Cyprus,2018,1,1,0,0,1,1,,0,0,2,2,0,212,352,5.1,"[3740.0, 4175.0]"
Luxembourg,Bulgaria,2018,1,1,0,0,1,1,,0,0,3,3,0,212,355,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Moldova,2018,1,0,0,0,1,0,,0,0,1,1,0,212,359,5.1,[3740.0]
Luxembourg,Romania,2018,1,1,0,0,1,1,,0,0,3,3,0,212,360,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Russia,2018,1,0,0,0,1,0,,0,0,1,1,0,212,365,5.1,[3740.0]
Luxembourg,Estonia,2018,1,1,0,0,1,1,,0,0,3,3,0,212,366,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Latvia,2018,1,1,0,0,1,1,,0,0,3,3,0,212,367,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Lithuania,2018,1,1,0,0,1,1,,0,0,3,3,0,212,368,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Ukraine,2018,1,0,0,0,1,0,,0,0,1,1,0,212,369,5.1,[3740.0]
Luxembourg,Belarus,2018,1,0,0,0,1,0,,0,0,1,1,0,212,370,5.1,[3740.0]
Luxembourg,Armenia,2018,1,0,0,0,1,0,,0,0,1,1,0,212,371,5.1,[3740.0]
Luxembourg,Georgia,2018,1,0,0,0,1,0,,0,0,1,1,0,212,372,5.1,[3740.0]
Luxembourg,Azerbaijan,2018,1,0,0,0,1,0,,0,0,1,1,0,212,373,5.1,[3740.0]
Luxembourg,Finland,2018,1,1,0,0,1,1,,0,0,2,2,0,212,375,5.1,"[3740.0, 4175.0]"
Luxembourg,Sweden,2018,1,1,0,0,1,1,,0,0,2,2,0,212,380,5.1,"[3740.0, 4175.0]"
Luxembourg,Norway,2018,1,1,0,0,1,1,,0,0,2,2,0,212,385,5.1,"[3180.0, 3740.0]"
Luxembourg,Denmark,2018,1,1,0,0,1,1,,0,0,3,3,0,212,390,5.1,"[3180.0, 3740.0, 4175.0]"
Luxembourg,Iceland,2018,1,1,0,0,1,1,,0,0,2,2,0,212,395,5.1,"[3180.0, 3740.0]"
Luxembourg,Turkey,2018,1,1,0,0,1,1,,0,0,2,2,0,212,640,5.1,"[3180.0, 3740.0]"
Luxembourg,Turkmenistan,2018,1,0,0,0,1,0,,0,0,1,1,0,212,701,5.1,[3740.0]
Luxembourg,Tajikistan,2018,1,0,0,0,1,0,,0,0,1,1,0,212,702,5.1,[3740.0]
Luxembourg,Kyrgyzstan,2018,1,0,0,0,1,0,,0,0,1,1,0,212,703,5.1,[3740.0]
Luxembourg,Uzbekistan,2018,1,0,0,0,1,0,,0,0,1,1,0,212,704,5.1,[3740.0]
Luxembourg,Kazakhstan,2018,1,0,0,0,1,0,,0,0,1,1,0,212,705,5.1,[3740.0]
Luxembourg,Mongolia,2018,1,0,0,0,1,0,,0,0,1,1,0,212,712,5.1,[3740.0]
France,United States of America,2018,1,1,0,0,1,1,,0,0,3,3,0,220,2,5.1,"[3180.0, 3740.0, 3755.0]"
France,Canada,2018,1,1,0,0,1,1,,0,0,3,3,0,220,20,5.1,"[3180.0, 3740.0, 3755.0]"
France,Brazil,2018,1,0,0,0,1,0,,0,0,1,1,0,220,140,5.1,[3755.0]
France,Chile,2018,1,0,0,0,1,0,,0,0,1,1,0,220,155,5.1,[3755.0]
France,United Kingdom,2018,1,1,0,0,1,1,,0,0,4,4,0,220,200,5.1,"[3180.0, 3740.0, 3755.0, 4175.0]"
France,Ireland,2018,1,1,0,0,1,1,,0,0,2,2,0,220,205,5.1,"[3740.0, 4175.0]"
France,Netherlands,2018,1,1,0,0,1,1,,0,0,3,3,0,220,210,5.1,"[3180.0, 3740.0, 4175.0]"
France,Belgium,2018,1,1,0,0,1,1,,0,0,3,3,0,220,211,5.1,"[3180.0, 3740.0, 4175.0]"
France,Luxembourg,2018,1,1,0,0,1,1,,0,0,3,3,0,220,212,5.1,"[3180.0, 3740.0, 4175.0]"
France,Monaco,2018,1,0,0,0,1,0,,0,0,1,1,0,220,221,5.1,[3740.0]
France,Liechtenstein,2018,1,0,0,0,1,0,,0,0,1,1,0,220,223,5.1,[3740.0]
France,Switzerland,2018,1,0,0,0,1,0,,0,0,1,1,0,220,225,5.1,[3740.0]
France,Spain,2018,1,1,0,0,1,1,,0,0,4,4,1,220,230,5.1,"[3180.0, 3740.0, 4175.0, 4475.0]"
France,Andorra,2018,1,0,0,0,1,1,,0,0,2,2,1,220,232,5.1,"[3740.0, 4475.0]"
France,Portugal,2018,1,1,0,0,1,1,,0,0,3,3,0,220,235,5.1,"[3180.0, 3740.0, 4175.0]"
France,Germany,2018,1,1,0,0,1,1,,0,1,3,4,0,220,255,5.1,"[3180.0, 3470.0, 3740.0, 4175.0]"
France,Poland,2018,1,1,0,0,1,1,,0,1,3,4,0,220,290,5.1,"[3180.0, 3740.0, 4025.0, 4175.0]"
France,Austria,2018,1,1,0,0,1,1,,0,0,2,2,0,220,305,5.1,"[3740.0, 4175.0]"
France,Hungary,2018,1,1,0,0,1,1,,0,1,3,4,0,220,310,5.1,"[3180.0, 3740.0, 4060.0, 4175.0]"
France,Czech Republic,2018,1,1,0,0,1,1,,0,1,3,4,0,220,316,5.1,"[3180.0, 3740.0, 4070.0, 4175.0]"
France,Slovakia,2018,1,1,0,0,1,1,,0,1,3,4,0,220,317,5.1,"[3180.0, 3740.0, 4070.0, 4175.0]"
France,Italy,2018,1,1,0,0,1,1,,0,0,3,3,0,220,325,5.1,"[3180.0, 3740.0, 4175.0]"
France,San Marino,2018,1,0,0,0,1,0,,0,0,1,1,0,220,331,5.1,[3740.0]
France,Malta,2018,1,1,0,0,1,1,,0,0,2,2,0,220,338,5.1,"[3740.0, 4175.0]"
France,Albania,2018,1,1,0,0,1,1,,0,0,2,2,0,220,339,5.1,"[3180.0, 3740.0]"
France,Montenegro,2018,1,1,0,0,1,1,,0,0,2,2,0,220,341,5.1,"[3180.0, 3740.0]"
France,Macedonia,2018,1,0,0,0,1,0,,0,0,1,1,0,220,343,5.1,[3740.0]
France,Croatia,2018,1,1,0,0,1,1,,0,0,3,3,0,220,344,5.1,"[3180.0, 3740.0, 4175.0]"
France,Yugoslavia,2018,1,0,0,0,1,0,,0,0,1,1,0,220,345,5.1,[3740.0]
France,Bosnia and Herzegovina,2018,1,0,0,0,1,0,,0,0,1,1,0,220,346,5.1,[3740.0]
France,Slovenia,2018,1,1,0,0,1,1,,0,0,3,3,0,220,349,5.1,"[3180.0, 3740.0, 4175.0]"
France,Greece,2018,1,1,0,0,1,1,,0,0,3,3,0,220,350,5.1,"[3180.0, 3740.0, 4175.0]"
France,Cyprus,2018,1,1,0,0,1,1,,0,0,2,2,0,220,352,5.1,"[3740.0, 4175.0]"
France,Bulgaria,2018,1,1,0,0,1,1,,0,1,3,4,0,220,355,5.1,"[3180.0, 3740.0, 4175.0, 4180.0]"
France,Moldova,2018,1,0,0,0,1,1,,0,1,1,2,0,220,359,5.1,"[3740.0, 4420.0]"
France,Romania,2018,1,1,0,0,1,1,,0,1,3,4,0,220,360,5.1,"[3180.0, 3740.0, 4105.0, 4175.0]"
France,Russia,2018,1,0,0,0,1,1,,0,1,2,3,0,220,365,5.1,"[3740.0, 3755.0, 4170.0]"
France,Estonia,2018,1,1,0,0,1,1,,0,1,3,4,0,220,366,5.1,"[3180.0, 3740.0, 4175.0, 4410.0]"
France,Latvia,2018,1,1,0,0,1,1,,0,1,3,4,0,220,367,5.1,"[3180.0, 3740.0, 4175.0, 4440.0]"
France,Lithuania,2018,1,1,0,0,1,1,,0,1,3,4,0,220,368,5.1,"[3180.0, 3740.0, 4175.0, 4215.0]"
France,Ukraine,2018,1,0,0,0,1,1,,0,1,1,2,0,220,369,5.1,"[3740.0, 4260.0]"
France,Belarus,2018,1,0,0,0,1,0,,0,0,1,1,0,220,370,5.1,[3740.0]
France,Armenia,2018,1,0,0,0,1,1,,0,1,1,2,0,220,371,5.1,"[3740.0, 4445.0]"
France,Georgia,2018,1,0,0,0,1,1,,0,1,1,2,0,220,372,5.1,"[3740.0, 4540.0]"
France,Azerbaijan,2018,1,0,0,0,1,1,,0,1,1,2,0,220,373,5.1,"[3740.0, 4535.0]"
France,Finland,2018,1,1,0,0,1,1,,0,0,2,2,0,220,375,5.1,"[3740.0, 4175.0]"
France,Sweden,2018,1,1,0,0,1,1,,0,0,2,2,0,220,380,5.1,"[3740.0, 4175.0]"
France,Norway,2018,1,1,0,0,1,1,,0,0,3,3,0,220,385,5.1,"[3180.0, 3740.0, 3755.0]"
France,Denmark,2018,1,1,0,0,1,1,,0,0,3,3,0,220,390,5.1,"[3180.0, 3740.0, 4175.0]"
France,Iceland,2018,1,1,0,0,1,1,,0,0,2,2,0,220,395,5.1,"[3180.0, 3740.0]"
France,Senegal,2018,1,1,0,0,0,0,,0,1,0,1,1,220,433,5.1,[3730.0]
France,Togo,2018,1,0,0,0,0,1,,0,1,0,1,0,220,461,5.1,[3475.0]
France,Gabon,2018,1,1,0,0,0,0,,0,1,0,1,0,220,481,5.1,[3410.0]
France,Central African Republic,2018,1,1,0,0,0,1,,0,0,1,1,1,220,482,5.1,[3395.0]
France,Djibouti,2018,1,0,0,0,0,1,,0,1,0,1,1,220,522,5.1,[6040.0]
France,Comoros,2018,1,1,0,0,0,0,,0,1,0,1,0,220,581,5.1,[3830.0]
France,Morocco,2018,1,0,0,0,1,0,,0,0,1,1,0,220,600,5.1,[3755.0]
France,Turkey,2018,1,1,0,0,1,1,,0,0,3,3,0,220,640,5.1,"[3180.0, 3740.0, 3755.0]"
France,Egypt,2018,1,0,0,0,1,0,,0,0,1,1,0,220,651,5.1,[3755.0]
France,Turkmenistan,2018,1,0,0,0,1,1,,0,1,1,2,0,220,701,5.1,"[3740.0, 4580.0]"
France,Tajikistan,2018,1,0,0,0,1,0,,0,0,1,1,0,220,702,5.1,[3740.0]
France,Kyrgyzstan,2018,1,0,0,0,1,1,,0,1,1,2,0,220,703,5.1,"[3740.0, 4595.0]"
France,Uzbekistan,2018,1,0,0,0,1,1,,0,1,1,2,0,220,704,5.1,"[3740.0, 4525.0]"
France,Kazakhstan,2018,1,0,0,0,1,1,,0,1,1,2,0,220,705,5.1,"[3740.0, 4330.0]"
France,China,2018,1,0,0,0,1,0,,0,0,1,1,0,220,710,5.1,[3755.0]
France,Mongolia,2018,1,0,0,0,1,0,,0,0,2,2,0,220,712,5.1,"[3740.0, 3755.0]"
France,North Korea,2018,1,0,0,0,1,0,,0,0,1,1,0,220,731,5.1,[3755.0]
France,South Korea,2018,1,0,0,0,1,0,,0,0,1,1,0,220,732,5.1,[3755.0]
France,Japan,2018,1,0,0,0,1,0,,0,0,1,1,0,220,740,5.1,[3755.0]
France,India,2018,1,0,0,0,1,0,,0,0,1,1,0,220,750,5.1,[3755.0]
France,Pakistan,2018,1,0,0,0,1,0,,0,0,1,1,0,220,770,5.1,[3755.0]
France,Bangladesh,2018,1,0,0,0,1,0,,0,0,1,1,0,220,771,5.1,[3755.0]
France,Myanmar,2018,1,0,0,0,1,0,,0,0,1,1,0,220,775,5.1,[3755.0]
France,Sri Lanka,2018,1,0,0,0,1,0,,0,0,1,1,0,220,780,5.1,[3755.0]
France,Thailand,2018,1,0,0,0,1,0,,0,0,1,1,0,220,800,5.1,[3755.0]
France,Cambodia,2018,1,0,0,0,1,0,,0,0,1,1,0,220,811,5.1,[3755.0]
France,Laos,2018,1,0,0,0,1,0,,0,0,1,1,0,220,812,5.1,[3755.0]
France,Vietnam,2018,1,0,0,0,1,0,,0,0,1,1,0,220,816,5.1,[3755.0]
France,Malaysia,2018,1,0,0,0,1,0,,0,0,1,1,0,220,820,5.1,[3755.0]
France,Singapore,2018,1,0,0,0,1,0,,0,0,1,1,0,220,830,5.1,[3755.0]
France,Brunei,2018,1,0,0,0,1,0,,0,0,1,1,0,220,835,5.1,[3755.0]
France,Philippines,2018,1,0,0,0,1,0,,0,0,1,1,0,220,840,5.1,[3755.0]
France,Indonesia,2018,1,0,0,0,1,0,,0,0,1,1,0,220,850,5.1,[3755.0]
France,East Timor,2018,1,0,0,0,1,0,,0,0,1,1,0,220,860,5.1,[3755.0]
France,Australia,2018,1,0,0,0,1,0,,0,0,1,1,0,220,900,5.1,[3755.0]
