state_nameA,state_nameB,year,atopally,defense,offense,neutral,nonagg,consul,shareob,transyr,bilatno,multino,number,asymm,stateA,stateB,version,atopids,state_nameA,state_nameB
Gambia,Liberia,2018,1,1,0,0,1,0,,0,0,4,4,0,420,450,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Gambia,Liberia
Gambia,Sierra Leone,2018,1,1,0,0,1,0,,0,0,3,3,0,420,451,5.1,"[3810.0, 3895.0, 4953.0]",Gambia,Sierra Leone
Gambia,Ghana,2018,1,1,0,0,1,0,,0,0,4,4,0,420,452,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Gambia,Ghana
Gambia,Togo,2018,1,1,0,0,1,0,,0,0,4,4,0,420,461,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Gambia,Togo
Gambia,Cameroon,2018,1,0,0,0,1,0,,0,0,1,1,0,420,471,5.1,[4953.0],Gambia,Cameroon
Gambia,Nigeria,2018,1,1,0,0,1,0,,0,0,3,3,0,420,475,5.1,"[3810.0, 3895.0, 4953.0]",Gambia,Nigeria
Gambia,Gabon,2018,1,1,0,0,1,0,,0,0,2,2,0,420,481,5.1,"[4953.0, 5055.0]",Gambia,Gabon
Gambia,Central African Republic,2018,1,0,0,0,1,0,,0,0,1,1,0,420,482,5.1,[4953.0],Gambia,Central African Republic
Gambia,Chad,2018,1,1,0,0,1,0,,0,0,2,2,0,420,483,5.1,"[4953.0, 5055.0]",Gambia,Chad
Gambia,Congo,2018,1,1,0,0,1,0,,0,0,2,2,0,420,484,5.1,"[4953.0, 5055.0]",Gambia,Congo
Gambia,Democratic Republic of the Congo,2018,1,0,0,0,1,0,,0,0,1,1,0,420,490,5.1,[4953.0],Gambia,Democratic Republic of the Congo
Gambia,Uganda,2018,1,0,0,0,1,0,,0,0,1,1,0,420,500,5.1,[4953.0],Gambia,Uganda
Gambia,Kenya,2018,1,0,0,0,1,0,,0,0,1,1,0,420,501,5.1,[4953.0],Gambia,Kenya
Gambia,Tanzania,2018,1,0,0,0,1,0,,0,0,1,1,0,420,510,5.1,[4953.0],Gambia,Tanzania
Gambia,Burundi,2018,1,0,0,0,1,0,,0,0,1,1,0,420,516,5.1,[4953.0],Gambia,Burundi
Gambia,Rwanda,2018,1,1,0,0,1,0,,0,0,2,2,0,420,517,5.1,"[4953.0, 5055.0]",Gambia,Rwanda
Gambia,Somalia,2018,1,0,0,0,1,0,,0,0,1,1,0,420,520,5.1,[4953.0],Gambia,Somalia
Gambia,Djibouti,2018,1,0,0,0,1,0,,0,0,1,1,0,420,522,5.1,[4953.0],Gambia,Djibouti
Gambia,Ethiopia,2018,1,1,0,0,1,0,,0,0,2,2,0,420,530,5.1,"[4953.0, 5055.0]",Gambia,Ethiopia
Gambia,Eritrea,2018,1,0,0,0,1,0,,0,0,1,1,0,420,531,5.1,[4953.0],Gambia,Eritrea
Gambia,Angola,2018,1,0,0,0,1,0,,0,0,1,1,0,420,540,5.1,[4953.0],Gambia,Angola
Gambia,Mozambique,2018,1,1,0,0,1,0,,0,0,2,2,0,420,541,5.1,"[4953.0, 5055.0]",Gambia,Mozambique
Gambia,Zambia,2018,1,0,0,0,1,0,,0,0,1,1,0,420,551,5.1,[4953.0],Gambia,Zambia
Gambia,Zimbabwe,2018,1,0,0,0,1,0,,0,0,1,1,0,420,552,5.1,[4953.0],Gambia,Zimbabwe
Gambia,Malawi,2018,1,0,0,0,1,0,,0,0,1,1,0,420,553,5.1,[4953.0],Gambia,Malawi
Gambia,South Africa,2018,1,0,0,0,1,0,,0,0,1,1,0,420,560,5.1,[4953.0],Gambia,South Africa
Gambia,Namibia,2018,1,0,0,0,1,0,,0,0,1,1,0,420,565,5.1,[4953.0],Gambia,Namibia
Gambia,Lesotho,2018,1,0,0,0,1,0,,0,0,1,1,0,420,570,5.1,[4953.0],Gambia,Lesotho
Gambia,Botswana,2018,1,0,0,0,1,0,,0,0,1,1,0,420,571,5.1,[4953.0],Gambia,Botswana
Gambia,Swaziland,2018,1,0,0,0,1,0,,0,0,1,1,0,420,572,5.1,[4953.0],Gambia,Swaziland
Gambia,Madagascar,2018,1,0,0,0,1,0,,0,0,1,1,0,420,580,5.1,[4953.0],Gambia,Madagascar
Gambia,Comoros,2018,1,1,0,0,1,0,,0,0,2,2,0,420,581,5.1,"[4953.0, 5055.0]",Gambia,Comoros
Gambia,Mauritius,2018,1,0,0,0,1,0,,0,0,1,1,0,420,590,5.1,[4953.0],Gambia,Mauritius
Gambia,Seychelles,2018,1,0,0,0,1,0,,0,0,1,1,0,420,591,5.1,[4953.0],Gambia,Seychelles
Gambia,Algeria,2018,1,1,0,0,1,0,,0,0,2,2,0,420,615,5.1,"[4953.0, 5055.0]",Gambia,Algeria
Gambia,Tunisia,2018,1,0,0,0,1,0,,0,0,1,1,0,420,616,5.1,[4953.0],Gambia,Tunisia
Gambia,Libya,2018,1,1,0,0,1,0,,0,0,2,2,0,420,620,5.1,"[4953.0, 5055.0]",Gambia,Libya
Gambia,Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,420,625,5.1,[4953.0],Gambia,Sudan
Gambia,South Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,420,626,5.1,[4953.0],Gambia,South Sudan
Gambia,Egypt,2018,1,0,0,0,1,0,,0,0,1,1,0,420,651,5.1,[4953.0],Gambia,Egypt
Gambia,Israel,2018,1,0,0,0,1,0,,0,1,0,1,0,420,666,5.1,[3537.0],Gambia,Israel
Mali,Cape Verde,2018,1,0,0,0,1,0,,0,0,2,2,0,432,402,5.1,"[3810.0, 4953.0]",Mali,Cape Verde
Mali,Sao Tome and Principe,2018,1,0,0,0,1,0,,0,0,1,1,0,432,403,5.1,[4953.0],Mali,Sao Tome and Principe
Mali,Guinea-Bissau,2018,1,1,0,0,1,0,,0,0,3,3,0,432,404,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Guinea-Bissau
Mali,Equatorial Guinea,2018,1,0,0,0,1,0,,0,0,1,1,0,432,411,5.1,[4953.0],Mali,Equatorial Guinea
Mali,Gambia,2018,1,1,0,0,1,0,,0,0,3,3,0,432,420,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Gambia
Mali,Senegal,2018,1,1,0,0,1,0,,0,0,3,3,0,432,433,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Senegal
Mali,Benin,2018,1,1,0,0,1,0,,0,0,3,3,0,432,434,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Benin
Mali,Mauritania,2018,1,1,0,0,1,0,,0,0,2,2,0,432,435,5.1,"[4953.0, 5055.0]",Mali,Mauritania
Mali,Niger,2018,1,1,0,0,1,0,,0,0,3,3,0,432,436,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Niger
Mali,Ivory Coast,2018,1,0,0,0,1,0,,0,0,2,2,0,432,437,5.1,"[3810.0, 4953.0]",Mali,Ivory Coast
Mali,Guinea,2018,1,1,0,0,1,0,,0,0,3,3,0,432,438,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Guinea
Mali,Burkina Faso,2018,1,1,0,0,1,0,,0,0,3,3,0,432,439,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Burkina Faso
Mali,Liberia,2018,1,1,0,0,1,0,,0,0,3,3,0,432,450,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Liberia
Mali,Sierra Leone,2018,1,0,0,0,1,0,,0,0,2,2,0,432,451,5.1,"[3810.0, 4953.0]",Mali,Sierra Leone
Mali,Ghana,2018,1,1,0,0,1,0,,0,0,3,3,0,432,452,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Ghana
Mali,Togo,2018,1,1,0,0,1,0,,0,0,3,3,0,432,461,5.1,"[3810.0, 4953.0, 5055.0]",Mali,Togo
Mali,Cameroon,2018,1,0,0,0,1,0,,0,0,1,1,0,432,471,5.1,[4953.0],Mali,Cameroon
Mali,Nigeria,2018,1,0,0,0,1,0,,0,0,2,2,0,432,475,5.1,"[3810.0, 4953.0]",Mali,Nigeria
Mali,Gabon,2018,1,1,0,0,1,0,,0,0,2,2,0,432,481,5.1,"[4953.0, 5055.0]",Mali,Gabon
Mali,Central African Republic,2018,1,0,0,0,1,0,,0,0,1,1,0,432,482,5.1,[4953.0],Mali,Central African Republic
Mali,Chad,2018,1,1,0,0,1,0,,0,0,2,2,0,432,483,5.1,"[4953.0, 5055.0]",Mali,Chad
Mali,Congo,2018,1,1,0,0,1,0,,0,0,2,2,0,432,484,5.1,"[4953.0, 5055.0]",Mali,Congo
Mali,Democratic Republic of the Congo,2018,1,0,0,0,1,0,,0,0,1,1,0,432,490,5.1,[4953.0],Mali,Democratic Republic of the Congo
Mali,Uganda,2018,1,0,0,0,1,0,,0,0,1,1,0,432,500,5.1,[4953.0],Mali,Uganda
Mali,Kenya,2018,1,0,0,0,1,0,,0,0,1,1,0,432,501,5.1,[4953.0],Mali,Kenya
Mali,Tanzania,2018,1,0,0,0,1,0,,0,0,1,1,0,432,510,5.1,[4953.0],Mali,Tanzania
Mali,Burundi,2018,1,0,0,0,1,0,,0,0,1,1,0,432,516,5.1,[4953.0],Mali,Burundi
Mali,Rwanda,2018,1,1,0,0,1,0,,0,0,2,2,0,432,517,5.1,"[4953.0, 5055.0]",Mali,Rwanda
Mali,Somalia,2018,1,0,0,0,1,0,,0,0,1,1,0,432,520,5.1,[4953.0],Mali,Somalia
Mali,Djibouti,2018,1,0,0,0,1,0,,0,0,1,1,0,432,522,5.1,[4953.0],Mali,Djibouti
Mali,Ethiopia,2018,1,1,0,0,1,0,,0,0,2,2,0,432,530,5.1,"[4953.0, 5055.0]",Mali,Ethiopia
Mali,Eritrea,2018,1,0,0,0,1,0,,0,0,1,1,0,432,531,5.1,[4953.0],Mali,Eritrea
Mali,Angola,2018,1,0,0,0,1,0,,0,0,1,1,0,432,540,5.1,[4953.0],Mali,Angola
Mali,Mozambique,2018,1,1,0,0,1,0,,0,0,2,2,0,432,541,5.1,"[4953.0, 5055.0]",Mali,Mozambique
Mali,Zambia,2018,1,0,0,0,1,0,,0,0,1,1,0,432,551,5.1,[4953.0],Mali,Zambia
Mali,Zimbabwe,2018,1,0,0,0,1,0,,0,0,1,1,0,432,552,5.1,[4953.0],Mali,Zimbabwe
Mali,Malawi,2018,1,0,0,0,1,0,,0,0,1,1,0,432,553,5.1,[4953.0],Mali,Malawi
Mali,South Africa,2018,1,0,0,0,1,0,,0,0,1,1,0,432,560,5.1,[4953.0],Mali,South Africa
Mali,Namibia,2018,1,0,0,0,1,0,,0,0,1,1,0,432,565,5.1,[4953.0],Mali,Namibia
Mali,Lesotho,2018,1,0,0,0,1,0,,0,0,1,1,0,432,570,5.1,[4953.0],Mali,Lesotho
Mali,Botswana,2018,1,0,0,0,1,0,,0,0,1,1,0,432,571,5.1,[4953.0],Mali,Botswana
Mali,Swaziland,2018,1,0,0,0,1,0,,0,0,1,1,0,432,572,5.1,[4953.0],Mali,Swaziland
Mali,Madagascar,2018,1,0,0,0,1,0,,0,0,1,1,0,432,580,5.1,[4953.0],Mali,Madagascar
Mali,Comoros,2018,1,1,0,0,1,0,,0,0,2,2,0,432,581,5.1,"[4953.0, 5055.0]",Mali,Comoros
Mali,Mauritius,2018,1,0,0,0,1,0,,0,0,1,1,0,432,590,5.1,[4953.0],Mali,Mauritius
Mali,Seychelles,2018,1,0,0,0,1,0,,0,0,1,1,0,432,591,5.1,[4953.0],Mali,Seychelles
Mali,Algeria,2018,1,1,0,0,1,0,,0,0,2,2,0,432,615,5.1,"[4953.0, 5055.0]",Mali,Algeria
Mali,Tunisia,2018,1,0,0,0,1,0,,0,0,1,1,0,432,616,5.1,[4953.0],Mali,Tunisia
Mali,Libya,2018,1,1,0,0,1,0,,0,0,2,2,0,432,620,5.1,"[4953.0, 5055.0]",Mali,Libya
Mali,Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,432,625,5.1,[4953.0],Mali,Sudan
Mali,South Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,432,626,5.1,[4953.0],Mali,South Sudan
Mali,Egypt,2018,1,0,0,0,1,0,,0,0,1,1,0,432,651,5.1,[4953.0],Mali,Egypt
Mali,China,2018,1,0,0,0,1,0,,0,1,0,1,0,432,710,5.1,[3510.0],Mali,China
Senegal,France,2018,1,1,0,0,0,0,,0,1,0,1,1,433,220,5.1,[3730.0],Senegal,France
Senegal,Cape Verde,2018,1,0,0,0,1,0,,0,0,2,2,0,433,402,5.1,"[3810.0, 4953.0]",Senegal,Cape Verde
Senegal,Sao Tome and Principe,2018,1,0,0,0,1,0,,0,0,1,1,0,433,403,5.1,[4953.0],Senegal,Sao Tome and Principe
Senegal,Guinea-Bissau,2018,1,1,0,0,1,0,,0,0,4,4,0,433,404,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Guinea-Bissau
Senegal,Equatorial Guinea,2018,1,0,0,0,1,0,,0,0,1,1,0,433,411,5.1,[4953.0],Senegal,Equatorial Guinea
Senegal,Gambia,2018,1,1,0,0,1,0,,0,0,4,4,0,433,420,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Gambia
Senegal,Mali,2018,1,1,0,0,1,0,,0,0,3,3,0,433,432,5.1,"[3810.0, 4953.0, 5055.0]",Senegal,Mali
Senegal,Benin,2018,1,1,0,0,1,0,,0,0,4,4,0,433,434,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Benin
Senegal,Mauritania,2018,1,1,0,0,1,0,,0,0,2,2,0,433,435,5.1,"[4953.0, 5055.0]",Senegal,Mauritania
Senegal,Niger,2018,1,1,0,0,1,0,,0,0,4,4,0,433,436,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Niger
Senegal,Ivory Coast,2018,1,1,0,0,1,0,,0,0,3,3,0,433,437,5.1,"[3810.0, 3895.0, 4953.0]",Senegal,Ivory Coast
Senegal,Guinea,2018,1,1,0,0,1,0,,0,0,4,4,0,433,438,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Guinea
Senegal,Burkina Faso,2018,1,1,0,0,1,0,,0,0,4,4,0,433,439,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Burkina Faso
Senegal,Liberia,2018,1,1,0,0,1,0,,0,0,4,4,0,433,450,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Liberia
Senegal,Sierra Leone,2018,1,1,0,0,1,0,,0,0,3,3,0,433,451,5.1,"[3810.0, 3895.0, 4953.0]",Senegal,Sierra Leone
Senegal,Ghana,2018,1,1,0,0,1,0,,0,0,4,4,0,433,452,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Ghana
Senegal,Togo,2018,1,1,0,0,1,0,,0,0,4,4,0,433,461,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Senegal,Togo
Senegal,Cameroon,2018,1,0,0,0,1,0,,0,0,1,1,0,433,471,5.1,[4953.0],Senegal,Cameroon
Senegal,Nigeria,2018,1,1,0,0,1,0,,0,0,3,3,0,433,475,5.1,"[3810.0, 3895.0, 4953.0]",Senegal,Nigeria
Senegal,Gabon,2018,1,1,0,0,1,0,,0,0,2,2,0,433,481,5.1,"[4953.0, 5055.0]",Senegal,Gabon
Senegal,Central African Republic,2018,1,0,0,0,1,0,,0,0,1,1,0,433,482,5.1,[4953.0],Senegal,Central African Republic
Senegal,Chad,2018,1,1,0,0,1,0,,0,0,2,2,0,433,483,5.1,"[4953.0, 5055.0]",Senegal,Chad
Senegal,Congo,2018,1,1,0,0,1,0,,0,0,2,2,0,433,484,5.1,"[4953.0, 5055.0]",Senegal,Congo
Senegal,Democratic Republic of the Congo,2018,1,0,0,0,1,0,,0,0,1,1,0,433,490,5.1,[4953.0],Senegal,Democratic Republic of the Congo
Senegal,Uganda,2018,1,0,0,0,1,0,,0,0,1,1,0,433,500,5.1,[4953.0],Senegal,Uganda
Senegal,Kenya,2018,1,0,0,0,1,0,,0,0,1,1,0,433,501,5.1,[4953.0],Senegal,Kenya
Senegal,Tanzania,2018,1,0,0,0,1,0,,0,0,1,1,0,433,510,5.1,[4953.0],Senegal,Tanzania
Senegal,Burundi,2018,1,0,0,0,1,0,,0,0,1,1,0,433,516,5.1,[4953.0],Senegal,Burundi
Senegal,Rwanda,2018,1,1,0,0,1,0,,0,0,2,2,0,433,517,5.1,"[4953.0, 5055.0]",Senegal,Rwanda
Senegal,Somalia,2018,1,0,0,0,1,0,,0,0,1,1,0,433,520,5.1,[4953.0],Senegal,Somalia
Senegal,Djibouti,2018,1,0,0,0,1,0,,0,0,1,1,0,433,522,5.1,[4953.0],Senegal,Djibouti
Senegal,Ethiopia,2018,1,1,0,0,1,0,,0,0,2,2,0,433,530,5.1,"[4953.0, 5055.0]",Senegal,Ethiopia
Senegal,Eritrea,2018,1,0,0,0,1,0,,0,0,1,1,0,433,531,5.1,[4953.0],Senegal,Eritrea
Senegal,Angola,2018,1,0,0,0,1,0,,0,0,1,1,0,433,540,5.1,[4953.0],Senegal,Angola
Senegal,Mozambique,2018,1,1,0,0,1,0,,0,0,2,2,0,433,541,5.1,"[4953.0, 5055.0]",Senegal,Mozambique
Senegal,Zambia,2018,1,0,0,0,1,0,,0,0,1,1,0,433,551,5.1,[4953.0],Senegal,Zambia
Senegal,Zimbabwe,2018,1,0,0,0,1,0,,0,0,1,1,0,433,552,5.1,[4953.0],Senegal,Zimbabwe
Senegal,Malawi,2018,1,0,0,0,1,0,,0,0,1,1,0,433,553,5.1,[4953.0],Senegal,Malawi
Senegal,South Africa,2018,1,0,0,0,1,0,,0,0,1,1,0,433,560,5.1,[4953.0],Senegal,South Africa
Senegal,Namibia,2018,1,0,0,0,1,0,,0,0,1,1,0,433,565,5.1,[4953.0],Senegal,Namibia
Senegal,Lesotho,2018,1,0,0,0,1,0,,0,0,1,1,0,433,570,5.1,[4953.0],Senegal,Lesotho
Senegal,Botswana,2018,1,0,0,0,1,0,,0,0,1,1,0,433,571,5.1,[4953.0],Senegal,Botswana
Senegal,Swaziland,2018,1,0,0,0,1,0,,0,0,1,1,0,433,572,5.1,[4953.0],Senegal,Swaziland
Senegal,Madagascar,2018,1,0,0,0,1,0,,0,0,1,1,0,433,580,5.1,[4953.0],Senegal,Madagascar
Senegal,Comoros,2018,1,1,0,0,1,0,,0,0,2,2,0,433,581,5.1,"[4953.0, 5055.0]",Senegal,Comoros
Senegal,Mauritius,2018,1,0,0,0,1,0,,0,0,1,1,0,433,590,5.1,[4953.0],Senegal,Mauritius
Senegal,Seychelles,2018,1,0,0,0,1,0,,0,0,1,1,0,433,591,5.1,[4953.0],Senegal,Seychelles
Senegal,Algeria,2018,1,1,0,0,1,0,,0,0,2,2,0,433,615,5.1,"[4953.0, 5055.0]",Senegal,Algeria
Senegal,Tunisia,2018,1,0,0,0,1,0,,0,0,1,1,0,433,616,5.1,[4953.0],Senegal,Tunisia
Senegal,Libya,2018,1,1,0,0,1,0,,0,0,2,2,0,433,620,5.1,"[4953.0, 5055.0]",Senegal,Libya
Senegal,Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,433,625,5.1,[4953.0],Senegal,Sudan
Senegal,South Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,433,626,5.1,[4953.0],Senegal,South Sudan
Senegal,Egypt,2018,1,0,0,0,1,0,,0,0,1,1,0,433,651,5.1,[4953.0],Senegal,Egypt
Benin,Cape Verde,2018,1,0,0,0,1,0,,0,0,2,2,0,434,402,5.1,"[3810.0, 4953.0]",Benin,Cape Verde
Benin,Sao Tome and Principe,2018,1,0,0,0,1,0,,0,0,1,1,0,434,403,5.1,[4953.0],Benin,Sao Tome and Principe
Benin,Guinea-Bissau,2018,1,1,0,0,1,0,,0,0,4,4,0,434,404,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Guinea-Bissau
Benin,Equatorial Guinea,2018,1,0,0,0,1,0,,0,0,1,1,0,434,411,5.1,[4953.0],Benin,Equatorial Guinea
Benin,Gambia,2018,1,1,0,0,1,0,,0,0,4,4,0,434,420,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Gambia
Benin,Mali,2018,1,1,0,0,1,0,,0,0,3,3,0,434,432,5.1,"[3810.0, 4953.0, 5055.0]",Benin,Mali
Benin,Senegal,2018,1,1,0,0,1,0,,0,0,4,4,0,434,433,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Senegal
Benin,Mauritania,2018,1,1,0,0,1,0,,0,0,2,2,0,434,435,5.1,"[4953.0, 5055.0]",Benin,Mauritania
Benin,Niger,2018,1,1,0,0,1,0,,0,0,4,4,0,434,436,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Niger
Benin,Ivory Coast,2018,1,1,0,0,1,0,,0,0,3,3,0,434,437,5.1,"[3810.0, 3895.0, 4953.0]",Benin,Ivory Coast
Benin,Guinea,2018,1,1,0,0,1,0,,0,0,4,4,0,434,438,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Guinea
Benin,Burkina Faso,2018,1,1,0,0,1,0,,0,0,4,4,0,434,439,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Burkina Faso
Benin,Liberia,2018,1,1,0,0,1,0,,0,0,4,4,0,434,450,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Liberia
Benin,Sierra Leone,2018,1,1,0,0,1,0,,0,0,3,3,0,434,451,5.1,"[3810.0, 3895.0, 4953.0]",Benin,Sierra Leone
Benin,Ghana,2018,1,1,0,0,1,0,,0,0,4,4,0,434,452,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Ghana
Benin,Togo,2018,1,1,0,0,1,0,,0,0,4,4,0,434,461,5.1,"[3810.0, 3895.0, 4953.0, 5055.0]",Benin,Togo
Benin,Cameroon,2018,1,0,0,0,1,0,,0,0,1,1,0,434,471,5.1,[4953.0],Benin,Cameroon
Benin,Nigeria,2018,1,1,0,0,1,0,,0,0,3,3,0,434,475,5.1,"[3810.0, 3895.0, 4953.0]",Benin,Nigeria
Benin,Gabon,2018,1,1,0,0,1,0,,0,0,2,2,0,434,481,5.1,"[4953.0, 5055.0]",Benin,Gabon
Benin,Central African Republic,2018,1,0,0,0,1,0,,0,0,1,1,0,434,482,5.1,[4953.0],Benin,Central African Republic
Benin,Chad,2018,1,1,0,0,1,0,,0,0,2,2,0,434,483,5.1,"[4953.0, 5055.0]",Benin,Chad
Benin,Congo,2018,1,1,0,0,1,0,,0,0,2,2,0,434,484,5.1,"[4953.0, 5055.0]",Benin,Congo
Benin,Democratic Republic of the Congo,2018,1,0,0,0,1,0,,0,0,1,1,0,434,490,5.1,[4953.0],Benin,Democratic Republic of the Congo
Benin,Uganda,2018,1,0,0,0,1,0,,0,0,1,1,0,434,500,5.1,[4953.0],Benin,Uganda
Benin,Kenya,2018,1,0,0,0,1,0,,0,0,1,1,0,434,501,5.1,[4953.0],Benin,Kenya
Benin,Tanzania,2018,1,0,0,0,1,0,,0,0,1,1,0,434,510,5.1,[4953.0],Benin,Tanzania
Benin,Burundi,2018,1,0,0,0,1,0,,0,0,1,1,0,434,516,5.1,[4953.0],Benin,Burundi
Benin,Rwanda,2018,1,1,0,0,1,0,,0,0,2,2,0,434,517,5.1,"[4953.0, 5055.0]",Benin,Rwanda
Benin,Somalia,2018,1,0,0,0,1,0,,0,0,1,1,0,434,520,5.1,[4953.0],Benin,Somalia
Benin,Djibouti,2018,1,0,0,0,1,0,,0,0,1,1,0,434,522,5.1,[4953.0],Benin,Djibouti
Benin,Ethiopia,2018,1,1,0,0,1,0,,0,0,2,2,0,434,530,5.1,"[4953.0, 5055.0]",Benin,Ethiopia
Benin,Eritrea,2018,1,0,0,0,1,0,,0,0,1,1,0,434,531,5.1,[4953.0],Benin,Eritrea
Benin,Angola,2018,1,0,0,0,1,0,,0,0,1,1,0,434,540,5.1,[4953.0],Benin,Angola
Benin,Mozambique,2018,1,1,0,0,1,0,,0,0,2,2,0,434,541,5.1,"[4953.0, 5055.0]",Benin,Mozambique
Benin,Zambia,2018,1,0,0,0,1,0,,0,0,1,1,0,434,551,5.1,[4953.0],Benin,Zambia
Benin,Zimbabwe,2018,1,0,0,0,1,0,,0,0,1,1,0,434,552,5.1,[4953.0],Benin,Zimbabwe
Benin,Malawi,2018,1,0,0,0,1,0,,0,0,1,1,0,434,553,5.1,[4953.0],Benin,Malawi
Benin,South Africa,2018,1,0,0,0,1,0,,0,0,1,1,0,434,560,5.1,[4953.0],Benin,South Africa
Benin,Namibia,2018,1,0,0,0,1,0,,0,0,1,1,0,434,565,5.1,[4953.0],Benin,Namibia
Benin,Lesotho,2018,1,0,0,0,1,0,,0,0,1,1,0,434,570,5.1,[4953.0],Benin,Lesotho
Benin,Botswana,2018,1,0,0,0,1,0,,0,0,1,1,0,434,571,5.1,[4953.0],Benin,Botswana
Benin,Swaziland,2018,1,0,0,0,1,0,,0,0,1,1,0,434,572,5.1,[4953.0],Benin,Swaziland
Benin,Madagascar,2018,1,0,0,0,1,0,,0,0,1,1,0,434,580,5.1,[4953.0],Benin,Madagascar
Benin,Comoros,2018,1,1,0,0,1,0,,0,0,2,2,0,434,581,5.1,"[4953.0, 5055.0]",Benin,Comoros
Benin,Mauritius,2018,1,0,0,0,1,0,,0,0,1,1,0,434,590,5.1,[4953.0],Benin,Mauritius
Benin,Seychelles,2018,1,0,0,0,1,0,,0,0,1,1,0,434,591,5.1,[4953.0],Benin,Seychelles
Benin,Algeria,2018,1,1,0,0,1,0,,0,0,2,2,0,434,615,5.1,"[4953.0, 5055.0]",Benin,Algeria
Benin,Tunisia,2018,1,0,0,0,1,0,,0,0,1,1,0,434,616,5.1,[4953.0],Benin,Tunisia
Benin,Libya,2018,1,1,0,0,1,0,,0,0,2,2,0,434,620,5.1,"[4953.0, 5055.0]",Benin,Libya
Benin,Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,434,625,5.1,[4953.0],Benin,Sudan
Benin,South Sudan,2018,1,0,0,0,1,0,,0,0,1,1,0,434,626,5.1,[4953.0],Benin,South Sudan
Benin,Egypt,2018,1,0,0,0,1,0,,0,0,1,1,0,434,651,5.1,[4953.0],Benin,Egypt
Mauritania,Cape Verde,2018,1,0,0,0,1,0,,0,0,1,1,0,435,402,5.1,[4953.0],Mauritania,Cape Verde
Mauritania,Sao Tome and Principe,2018,1,0,0,0,1,0,,0,0,1,1,0,435,403,5.1,[4953.0],Mauritania,Sao Tome and Principe
Mauritania,Guinea-Bissau,2018,1,1,0,0,1,0,,0,0,2,2,0,435,404,5.1,"[4953.0, 5055.0]",Mauritania,Guinea-Bissau
Mauritania,Equatorial Guinea,2018,1,0,0,0,1,0,,0,0,1,1,0,435,411,5.1,[4953.0],Mauritania,Equatorial Guinea
Mauritania,Gambia,2018,1,1,0,0,1,0,,0,0,2,2,0,435,420,5.1,"[4953.0, 5055.0]",Mauritania,Gambia
Mauritania,Mali,2018,1,1,0,0,1,0,,0,0,2,2,0,435,432,5.1,"[4953.0, 5055.0]",Mauritania,Mali
Mauritania,Senegal,2018,1,1,0,0,1,0,,0,0,2,2,0,435,433,5.1,"[4953.0, 5055.0]",Mauritania,Senegal
Mauritania,Benin,2018,1,1,0,0,1,0,,0,0,2,2,0,435,434,5.1,"[4953.0, 5055.0]",Mauritania,Benin
Mauritania,Niger,2018,1,1,0,0,1,0,,0,0,2,2,0,435,436,5.1,"[4953.0, 5055.0]",Mauritania,Niger
Mauritania,Ivory Coast,2018,1,0,0,0,1,0,,0,0,1,1,0,435,437,5.1,[4953.0],Mauritania,Ivory Coast
Mauritania,Guinea,2018,1,1,0,0,1,0,,0,0,2,2,0,435,438,5.1,"[4953.0, 5055.0]",Mauritania,Guinea
