reporter,partner,year,export,import
MDA,ECS,2005,1028907.9,2062098.559
MDA,ECS,2006,1008538.401,2383788.145
MDA,ECS,2007,1293030.193,3217284.927
MDA,ECS,2008,1532670.149,4128471.185
MDA,ECS,2009,1230330.387,2782463.112
MDA,ECS,2010,1460570.911,3217737.958
MDA,ECS,2011,2105963.117,4415840.902
MDA,ECS,2012,2029858.814,4409646.213
MDA,ECS,2013,2268437.607,4614339.754
MDA,ECS,2014,2165635.061,4413813.762
MDA,ECS,2015,1833227.506,3325081.218
MDA,ECS,2016,1880010.465,3345670.822
MDA,ECS,2017,2255945.514,3978510.578
MDA,ECS,2018,2491713.525,4734645.171
MDA,ECS,2019,2560528.242,4797044.628
MDA,ECS,2020,2330636.068,4326230.141
MDA,ECS,2021,2934722.543,5764669.15
MNG,ECS,1996,325904.411,249631.94
MNG,ECS,1997,155530.99,280397.251
MNG,ECS,1998,87848.707,254404.334
MNG,ECS,1999,85528.274,226738.934
MNG,ECS,2000,95387.757,302457.363
MNG,ECS,2001,89558.685,340134.455
MNG,ECS,2003,94615.956,397976.961
MNG,ECS,2004,217449.924,510130.509
MNG,ECS,2005,186199.757,609496.272
MNG,ECS,2006,166996.248,755493.356
MNG,ECS,2007,174003.576,1014890.544
MNG,ECS,2013,361172.927,2595189.869
MNG,ECS,2014,600038.647,2170539.59
MNG,ECS,2015,594422.137,1525546.05
MNG,ECS,2016,935146.835,1356581.548
MNG,ECS,2017,801648.89996,1829576.59428
MNG,ECS,2018,350742.524244,2444066.93216
MNG,ECS,2019,515776.00149,2490582.913543
MNG,ECS,2020,1869916.79087,2147792.40158
MNG,ECS,2021,1064318.99178,2899285.32902
MNT,ECS,2006,549278.005,1648617.424
MNT,ECS,2007,619691.653,2497998.853
MNT,ECS,2008,607899.721,3175310.222
MNT,ECS,2009,372897.502,1926253.527
MNT,ECS,2010,429454.777,1798939.767
MNT,ECS,2011,574653.687,2080550.01
MNT,ECS,2012,425408.622,2029098.96
MNT,ECS,2013,448276.273,2018436.129
MNT,ECS,2014,391659.85,2041290.945
MNT,ECS,2015,287828.551,1693133.633
MNT,ECS,2016,284382.87028301,1914091.76092814
MNT,ECS,2017,326905.935229919,2177422.41040226
MNT,ECS,2018,401927.476221881,2468084.68676978
MNT,ECS,2019,383046.776892623,2478030.51494768
MNT,ECS,2020,340386.804276021,1950388.00655152
MNT,ECS,2021,449899.703650205,2426504.96328201
MSR,ECS,1999,28.662,2321.124
MSR,ECS,2000,579.063,2482.424
MSR,ECS,2001,127.663,1985.274
MSR,ECS,2002,209.184,3650.562
MSR,ECS,2003,149.544,6484.61
MSR,ECS,2004,266.444,4742.728
MSR,ECS,2005,255.375,3198.498
MSR,ECS,2006,197.586,2393.478
MSR,ECS,2007,184.761,2662.367
MSR,ECS,2008,118.629,2810.933
MSR,ECS,2009,285.557,2377.835
MSR,ECS,2012,296.117,2812.339
MSR,ECS,2013,179.524,3177.939
MSR,ECS,2014,778.07,3058.441
MSR,ECS,2015,1271.9507947146,5133.415940653
MSR,ECS,2016,1928.6225306348,4266.0337154435
MSR,ECS,2017,2090.4832021073,3207.2843741939
MSR,ECS,2018,2214.42182530188,3587.25324253579
MSR,ECS,2019,2482.40888748158,3045.95258071323
MSR,ECS,2020,1637.14782726811,2765.35689900631
MSR,ECS,2011,,5878.091
MAR,ECS,1993,2365138.884,3963842.464
MAR,ECS,1994,2585811.885,4335486.124
MAR,ECS,1995,2971150.342,5434700.133
MAR,ECS,1996,2977664.018,4916639.412
MAR,ECS,1997,2910532.15,4542297.137
MAR,ECS,1998,5266574.432,6959875.026
MAR,ECS,1999,5726308.012,7361239.655
MAR,ECS,2000,5787823.19220995,7427071.17487431
MAR,ECS,2001,5392848.23874908,6920922.07995312
MAR,ECS,2002,6027272.12671151,7719276.45364488
MAR,ECS,2003,6941154.56924742,9853878.49552225
MAR,ECS,2004,7699788.88152946,12009932.379811
MAR,ECS,2005,8679220.52389573,13468891.5968801
MAR,ECS,2006,9859583.94771292,14986359.6521571
MAR,ECS,2007,11575308.1421064,19887537.9716805
MAR,ECS,2008,12859343.0488435,25748055.4359566
MAR,ECS,2009,9883257.88547861,19659121.1603048
MAR,ECS,2010,11538487.172,20125336.957
MAR,ECS,2011,13733503.35,25508777.492
MAR,ECS,2012,13150946.176,26590463.018
MAR,ECS,2013,14252817.115,27228604.518
MAR,ECS,2014,16090278.16,28351626.494
MAR,ECS,2015,15362437.5471931,24513987.3303878
MAR,ECS,2016,15998727.412,26863298.708
MAR,ECS,2017,18202174.8370163,29487219.4628859
MAR,ECS,2018,20594069.651588,33109314.1286928
MAR,ECS,2019,21059548.1196139,32122948.8046793
MAR,ECS,2020,19440436.2667325,28314731.15037
MAR,ECS,2021,24450924.0068509,36301102.278962
MOZ,ECS,1994,53240.0,187653.0
MOZ,ECS,1995,68823.0,239238.0
MOZ,ECS,1996,76064.0,220627.0
MOZ,ECS,1997,76986.678,174958.994
MOZ,ECS,2000,93985.886,195452.642
MOZ,ECS,2001,66622.097,184325.843
MOZ,ECS,2002,117202.049,214574.602
MOZ,ECS,2003,91886.519,235970.706
MOZ,ECS,2004,1030481.783,293294.286
MOZ,ECS,2005,1134518.832,588118.494
MOZ,ECS,2006,246817.696,750777.826
MOZ,ECS,2007,164689.245,740375.745
MOZ,ECS,2008,1732352.795,1142033.547
MOZ,ECS,2009,1154511.675,944642.763
MOZ,ECS,2010,1411997.904,1125773.224
MOZ,ECS,2011,2037994.0,1415860.0
MOZ,ECS,2012,1621293.219,1505974.607
MOZ,ECS,2013,1653239.855,1625846.574
MOZ,ECS,2014,1951156.329,1848535.58
MOZ,ECS,2015,1571069.40201,1897314.81666
MOZ,ECS,2016,1166174.25952,1121164.18607
MOZ,ECS,2017,1348745.6757,1353766.91783
MOZ,ECS,2018,1730211.63116,1384934.10808
MOZ,ECS,2019,1513785.06277,1176518.93516
MOZ,ECS,2020,1284574.68572853,1018981.965348
MOZ,ECS,2021,1568574.76715,1277174.73481
MMR,ECS,1992,18659.507,61180.245
MMR,ECS,2010,148258.692990897,106563.12189
MMR,ECS,2011,243418.763,398898.86
MMR,ECS,2012,512708.645,173648.871
MMR,ECS,2013,250155.228,300143.905
MMR,ECS,2014,314622.693351734,350608.27631528
MMR,ECS,2015,369416.705114793,422840.1865954
MMR,ECS,2016,651770.17272,507991.4177001
MMR,ECS,2017,1562712.73755,1036914.10122999
MMR,ECS,2018,2734847.79019,986464.12787318
MMR,ECS,2019,3397223.16433,1017680.71640144
MMR,ECS,2020,3182477.08617,1023311.51149201
MMR,ECS,2021,2766548.01526652,578669.0120421
MMR,ECS,2001,,190729.146
NAM,ECS,2000,761442.582,116976.078
NAM,ECS,2001,760772.461,108995.41
NAM,ECS,2002,641467.367,155847.53
NAM,ECS,2003,408035.189,124819.663
NAM,ECS,2004,1150667.907,190509.319
NAM,ECS,2005,1043083.882,232938.117
NAM,ECS,2006,1565647.983,195430.772
NAM,ECS,2007,1847885.163,479635.663
NAM,ECS,2008,1565920.052,793113.092
NAM,ECS,2009,1538890.492,904158.003
NAM,ECS,2010,2146433.906,816023.487
NAM,ECS,2011,2184257.284,625320.673
NAM,ECS,2012,2111352.043,1057555.744
NAM,ECS,2013,1771298.111,1130031.668
NAM,ECS,2014,1482033.917,970468.723
NAM,ECS,2015,1457348.795,821623.367
NAM,ECS,2016,1936800.115,795823.854
NAM,ECS,2017,1740658.04145905,1022794.9403632
NAM,ECS,2018,2264979.7799475,938025.647985531
NAM,ECS,2019,1348075.84829079,1074063.51045064
NAM,ECS,2020,1070998.70893886,870815.178658642
NAM,ECS,2021,557675.828565,1599120.976512
NPL,ECS,1994,269487.971,85603.744
NPL,ECS,1998,139895.392,140048.857
NPL,ECS,1999,157316.579,93801.393
NPL,ECS,2000,168103.607,270881.277
NPL,ECS,2003,67129.455,134079.584
NPL,ECS,2009,109593.597,273576.376
NPL,ECS,2010,112523.608,249581.557
NPL,ECS,2011,123877.853,203662.482
NPL,ECS,2012,90506.761,249942.24
NPL,ECS,2013,112469.145,235328.858
NPL,ECS,2014,121760.935,284815.953
NPL,ECS,2015,101049.378,491099.15
NPL,ECS,2016,132939.001731393,349189.949257048
NPL,ECS,2017,152862.040068342,484509.696788195
NPL,ECS,2018,142847.49942,805486.6674
NPL,ECS,2019,122394.83181,602090.55844
NPL,ECS,2020,91787.4571,402901.24488
NPL,ECS,2021,128190.227479897,709863.21286
NLD,ECS,1992,91505420.947,78456573.218
NLD,ECS,1993,83894887.559,64910565.952
NLD,ECS,1994,93591502.615,74376815.325
NLD,ECS,1995,116449972.227,90422880.569
NLD,ECS,1996,115878350.757,89707451.954
NLD,ECS,1997,135245705.454,92243451.538
NLD,ECS,1998,109960292.346,82937809.32
NLD,ECS,1999,135814579.473,102243972.868
NLD,ECS,2000,179976304.345,124768156.709
NLD,ECS,2001,183299994.259,122327652.89
NLD,ECS,2002,184215702.835,126242009.594
NLD,ECS,2003,222186255.622,153254692.474
NLD,ECS,2004,265593544.881,181141946.722
NLD,ECS,2005,290501007.195,193972489.187
NLD,ECS,2006,330173425.593,224935464.477
NLD,ECS,2007,389664868.141,266816776.718
NLD,ECS,2008,448529715.377,314039241.799
NLD,ECS,2009,348012259.799,240686777.942
NLD,ECS,2010,393658347.564,271617982.685
NLD,ECS,2011,452703017.703609,317730931.968182
NLD,ECS,2012,432323102.978515,310419635.349125
NLD,ECS,2013,450470502.493674,323661617.299402
NLD,ECS,2014,449616384.434442,316508496.831946
NLD,ECS,2015,357475992.110543,258541514.573712
NLD,ECS,2016,362040558.592872,254156663.757482
NLD,ECS,2017,403248492.987053,288365412.482005
NLD,ECS,2018,443511988.474989,325686285.026574
NLD,ECS,2019,431697015.905247,314030881.204459
NLD,ECS,2020,415792437.279885,290598577.305791
NLD,ECS,2021,533120707.481175,385376658.830828
ANT,ECS,2005,34728.908,257243.658
ANT,ECS,2006,35158.453,291283.503
ANT,ECS,2007,45999.507,334921.802
ANT,ECS,2008,58863.971,399259.419
NCL,ECS,1999,156119.938,555996.327
NCL,ECS,2000,236251.371,556083.404
NCL,ECS,2002,159818.213,515567.429
NCL,ECS,2003,269679.608,939372.675
NCL,ECS,2004,310647.948,919127.462
NCL,ECS,2005,407347.327,857252.66
NCL,ECS,2006,446249.246,970924.628
NCL,ECS,2007,597146.568,1063602.445
NCL,ECS,2008,814719.166,1413712.993
NCL,ECS,2009,952813.74,1167655.628
NCL,ECS,2010,428135.076,1215987.7
NCL,ECS,2011,477909.163,1455719.401
NCL,ECS,2012,378228.228,1219583.584
NCL,ECS,2013,340669.832,1259858.376
NCL,ECS,2014,330889.148,1248544.903
NCL,ECS,2015,128155.757,995969.706
NZL,ECS,1989,1627341.158,1941627.154
NZL,ECS,1990,1725905.794,2265227.912
NZL,ECS,1991,1609240.564,1917079.983
NZL,ECS,1992,1594783.285,1911727.711
NZL,ECS,1993,1708271.284,2001256.385
NZL,ECS,1994,2046004.539,2491338.77
NZL,ECS,1995,2329882.417,3094855.545
NZL,ECS,1996,2440183.813,3086323.577
NZL,ECS,1997,2463120.169,2912006.465
NZL,ECS,1998,2080967.15,2271520.488
NZL,ECS,1999,2344027.226,2910925.963
NZL,ECS,2000,2036746.061,2601648.878
NZL,ECS,2001,2055226.127,2661698.59
NZL,ECS,2002,2290274.451,3100512.143
NZL,ECS,2003,2739020.588,3913508.449
NZL,ECS,2004,3243229.333,4842229.626
NZL,ECS,2005,3561729.232,5249502.722
NZL,ECS,2006,3686264.553,4606821.331
NZL,ECS,2007,4078819.116,5517727.272
NZL,ECS,2008,4351962.558,5929256.546
NZL,ECS,2009,3528418.334,4865853.957
NZL,ECS,2010,3877696.84103718,5151267.84952576
NZL,ECS,2011,5754634.102,9101617.107
NZL,ECS,2012,4018226.62648978,6553039.51808775
NZL,ECS,2013,4198284.0123143,7540279.08346526
NZL,ECS,2014,4535961.50258044,8312065.89463791
NZL,ECS,2015,3850832.89799706,7285122.91115456
NZL,ECS,2016,3672065.16419514,7028206.93793593
NZL,ECS,2017,3795142.19274449,8074597.24813423
NZL,ECS,2018,3863594.12969834,8515432.61685416
NZL,ECS,2019,3638316.48375757,8950389.64479436
NZL,ECS,2020,3475720.07103,7329489.116334
NZL,ECS,2021,3688971.43578204,9644705.96962603
NIC,ECS,1993,41817.922,74003.76
NIC,ECS,1994,80327.784,115767.065
NIC,ECS,1995,148756.584,112882.763
NIC,ECS,1996,200137.882,110843.867
NIC,ECS,1997,176862.392,131531.971
NIC,ECS,1998,144754.94,120343.626
NIC,ECS,1999,135440.755,105214.473
NIC,ECS,2000,145873.93,114237.233
NIC,ECS,2001,128886.552,146198.615
NIC,ECS,2002,82650.486,168988.388
NIC,ECS,2003,83271.916,197952.558
NIC,ECS,2004,101487.61,207254.31
NIC,ECS,2005,127138.15,234565.84
NIC,ECS,2006,160259.853,220088.465
NIC,ECS,2007,178299.975,229869.127
NIC,ECS,2008,231340.861,246321.525
NIC,ECS,2009,184452.481,261102.838
NIC,ECS,2010,216179.447,266898.214
NIC,ECS,2011,274406.156,359191.264
NIC,ECS,2012,367753.903,460703.926
NIC,ECS,2013,355107.501,447449.238
NIC,ECS,2014,353078.232,391276.138
NIC,ECS,2015,317188.432,511454.132
NIC,ECS,2016,313537.90692,503124.66208
NIC,ECS,2017,427970.97881,549194.38433
NIC,ECS,2018,416086.26628,481398.40989
NIC,ECS,2019,424852.08641,454844.67989
NIC,ECS,2020,389221.57689,457705.77
NIC,ECS,2021,477045.29113,1326172.51513
NER,ECS,1995,2166.815,134341.729
NER,ECS,1996,1808.085,156466.081
NER,ECS,1997,30861.461,140662.322
NER,ECS,1998,14640.386,179037.404
NER,ECS,1999,81361.336,146632.388
NER,ECS,2000,73024.386,101902.601
NER,ECS,2001,73503.4,112251.286
NER,ECS,2002,69755.085,127896.714
NER,ECS,2003,91889.805,162553.527
NER,ECS,2004,125587.21,179859.939
NER,ECS,2005,187381.922,190621.087
NER,ECS,2006,168990.287,243031.274
NER,ECS,2007,286216.405,358156.606
NER,ECS,2008,326655.94,401586.388
NER,ECS,2009,361781.084,460061.117
NER,ECS,2010,153919.31,599228.886
NER,ECS,2011,621630.981,687031.904
NER,ECS,2012,642442.935,424037.942
NER,ECS,2013,612402.797,358473.605
NER,ECS,2014,444525.485,570996.866
NER,ECS,2015,374883.831,972220.988
NER,ECS,2016,361411.06132,705245.07626
NER,ECS,2017,291958.28755,439489.60691
NER,ECS,2018,499995.31847,850841.72273
NER,ECS,2019,234184.851742697,931966.743639952
NER,ECS,2020,230208.563646656,1105595.94349356
NER,ECS,2021,127728.52445,572684.44588
NGA,ECS,1996,4560805.772,2678894.404
NGA,ECS,1997,3326870.782,2818358.232
NGA,ECS,1998,1997113.035,2777706.863
NGA,ECS,1999,3549498.368,2359179.711
NGA,ECS,2000,6215023.797,3219147.217
NGA,ECS,2001,4346500.353,3944264.037
NGA,ECS,2002,4422521.633,3738368.483
NGA,ECS,2003,5302012.249,5451839.071
NGA,ECS,2006,12535753.189,9342396.987
NGA,ECS,2007,9927829.311,13027595.675
NGA,ECS,2008,17903070.621,10643748.294
NGA,ECS,2009,11883306.736,11365425.47
NGA,ECS,2010,20361043.336,11032322.07
NGA,ECS,2011,37129911.84,18296404.111
NGA,ECS,2012,51917593.983,10041590.356
NGA,ECS,2013,39529506.122,15644962.865
NGA,ECS,2014,44613340.4,17880857.287
NGA,ECS,2015,19579597.2746662,12816671.41264
NGA,ECS,2016,11594032.85,16639010.989
NGA,ECS,2017,16737755.2352182,15476343.8775894
NGA,ECS,2018,27711719.7834592,17976351.526585
NGA,ECS,2019,22447365.9182,14608095.71111
NGA,ECS,2020,14403998.7552382,19177059.9246036
NGA,ECS,2021,19247363.2849182,21586111.9055111
NAC,ECS,1989,10754806.557,15023317.779
NAC,ECS,1990,11384611.16,16558814.743
NAC,ECS,1991,119447225.886,117408019.737
NAC,ECS,1992,123724777.014,126254564.63
NAC,ECS,1993,119912444.394,131801961.104
NAC,ECS,1994,121718660.46,151357928.972
NAC,ECS,1995,139974416.771,170944078.976
NAC,ECS,1996,151323130.099,182738862.226
NAC,ECS,1997,161280667.235,201825805.316
NAC,ECS,1998,167886191.178,222403707.933
NAC,ECS,1999,186370494.711,257172848.317
NAC,ECS,2000,201616499.456,286523137.658
NAC,ECS,2001,194860790.638,282711216.518
NAC,ECS,2002,176507212.673,297678391.985
NAC,ECS,2003,189079840.144,326629282.348
NAC,ECS,2004,212003481.504,370666554.802
NAC,ECS,2005,233686701.834,413397067.089
NAC,ECS,2006,275315554.128,447574148.06
NAC,ECS,2007,325464049.732,474609693.338
NAC,ECS,2008,367456743.781,510569070.044
NAC,ECS,2009,288087291.36,388273659.422
NAC,ECS,2010,326745612.292,448781059.113
NAC,ECS,2011,374796297.855,525266358.104
NAC,ECS,2012,369134427.194,520889817.202
NAC,ECS,2013,361956833.035,524908365.569
NAC,ECS,2014,370504466.332,562739984.015
NAC,ECS,2015,350860236.815453,559170598.84977
NAC,ECS,2016,350211804.232778,545870996.543918
NAC,ECS,2017,368261049.384013,578292582.359084
NAC,ECS,2018,408620951.318445,651752163.820236
NAC,ECS,2019,421772339.413332,684615190.370322
NAC,ECS,2020,371099568.7358,647557481.545933
NAC,ECS,2021,428982151.305158,756170403.144
MKD,ECS,1994,981577.073,1326108.033
MKD,ECS,1995,1112520.867,1519952.094
MKD,ECS,1996,1049872.795,1372108.218
MKD,ECS,1997,1087499.156,1507848.947
MKD,ECS,1998,1099419.167,1635128.152
MKD,ECS,1999,1018808.598,1585661.957
MKD,ECS,2000,1125570.38316,1870068.58078
MKD,ECS,2001,1034626.70193,1516456.14985
MKD,ECS,2002,1011902.31091,1778730.01825
MKD,ECS,2003,1255629.44385,2067085.96454
MKD,ECS,2004,1578735.0818,2606794.62762
MKD,ECS,2005,1863114.47755,2839764.71247
MKD,ECS,2006,2366437.60057,3270463.89228
MKD,ECS,2007,3308488.47608,4428122.09141
MKD,ECS,2008,3883864.0042,5826028.75722
MKD,ECS,2009,2623872.53542,4218241.79379
MKD,ECS,2010,3214811.70673,4581623.22115
MKD,ECS,2011,4197258.863,5990371.857
MKD,ECS,2012,3662963.01,5489075.257
MKD,ECS,2013,4056633.227,5530637.571
MKD,ECS,2014,4675613.598,6107945.123
MKD,ECS,2015,4231908.29093,5213823.50087
MKD,ECS,2016,4587457.18,5463964.749
MKD,ECS,2017,147004.1193,6278221.86673
MKD,ECS,2018,6628357.31178,7246950.50861
MKD,ECS,2019,6838984.18683734,7578420.65641
MKD,ECS,2020,6263037.72752653,7029082.76261
MKD,ECS,2021,7812327.17341799,9441755.96598
NOR,ECS,1993,25340102.654,16657655.363
NOR,ECS,1994,27269349.453,19633514.08
NOR,ECS,1995,32408969.449,24243639.203
NOR,ECS,1996,37815338.028,25264422.391
NOR,ECS,1997,37361235.479,25685494.115
NOR,ECS,1998,31507043.358,26748132.376
NOR,ECS,1999,35431849.737,25435134.708
NOR,ECS,2000,48416914.3835742,24052530.5399015
NOR,ECS,2001,47034380.9527827,24238687.1044206
NOR,ECS,2002,46701615.4795128,26248321.925793
NOR,ECS,2003,54099878.1296869,30183852.701496
NOR,ECS,2004,67081332.8886873,36684590.2872757
NOR,ECS,2005,86092236.2026516,41291715.0352077
NOR,ECS,2006,102810734.458613,47597886.1693528
NOR,ECS,2007,112805925.496239,59045608.338344
NOR,ECS,2008,145649569.182213,64227026.3560411
NOR,ECS,2009,96196581.7474358,48744222.3494241
NOR,ECS,2010,108977742.611,52991076.978
NOR,ECS,2011,135078688.707,61335408.711
NOR,ECS,2012,135372076.52,60692042.736
NOR,ECS,2013,131365257.316,62537001.766
NOR,ECS,2014,122166703.671,61082069.469
NOR,ECS,2015,84557441.0753473,49936312.9763605
NOR,ECS,2016,72592535.171,48662025.092
NOR,ECS,2017,84641577.8477786,54458457.5715062
NOR,ECS,2018,103602252.170778,57853000.2020433
NOR,ECS,2019,84887742.1670594,56750219.467543
NOR,ECS,2020,64185457.6736025,52777926.2574607
NOR,ECS,2021,146022381.073161,63776229.780454
PSE,ECS,2007,18717.2413038722,381297.726488247
PSE,ECS,2008,8875.89122180031,329937.208230958
PSE,ECS,2009,4996.06130034112,499213.458836109
PSE,ECS,2010,10574.0546697039,598493.756130243
PSE,ECS,2011,14335.415,770656.861
PSE,ECS,2012,15495.705,729405.763
PSE,ECS,2013,16529.1,782871.746
PSE,ECS,2014,24180.564,905556.855
PSE,ECS,2015,18791.017,1103129.531
PSE,ECS,2016,22118.003,1236669.77
PSE,ECS,2017,25974.9131629398,1493147.96029018
PSE,ECS,2018,21536.196830271,1676700.96471112
PSE,ECS,2019,26832.151286795,1623630.10335272
PSE,ECS,2020,35280.27554,1522745.96816872
PSE,ECS,2021,40145.63549,1982403.45844
OMN,ECS,1989,79211.187,721181.277
OMN,ECS,1990,53676.305,842014.696
OMN,ECS,1991,48341.054,901777.336
OMN,ECS,1992,51137.167,968532.379
OMN,ECS,1993,59390.478,935201.367
OMN,ECS,1994,51646.685,992342.239
OMN,ECS,1995,67687.892,1216107.193
OMN,ECS,1996,109777.567,1214020.856
OMN,ECS,1997,159764.092,1321838.653
OMN,ECS,1998,133440.093,1711574.721
OMN,ECS,1999,140124.107,1240909.96
OMN,ECS,2000,150092.461,1086521.03
OMN,ECS,2001,278539.516,1381156.979
OMN,ECS,2002,392237.649,1508502.232
OMN,ECS,2003,174971.652,398602.664
OMN,ECS,2004,407239.279,2418880.718
OMN,ECS,2005,549514.007,2185874.167
OMN,ECS,2006,601442.93,2385769.753
OMN,ECS,2007,579266.659,3694639.035
OMN,ECS,2008,851561.532,4695069.741
OMN,ECS,2009,991104.68,3481140.681
OMN,ECS,2010,734778.245,3496034.792
OMN,ECS,2011,998382.368,4029451.515
OMN,ECS,2012,608439.136,4413850.423
OMN,ECS,2013,1162678.294,5236993.297
OMN,ECS,2014,758088.41291638,4104511.8022454
OMN,ECS,2015,574234.36704452,6731637.30572606
OMN,ECS,2016,470273.10201872,5320576.72010774
OMN,ECS,2017,499967.57268822,3022660.93992408
OMN,ECS,2018,770543.35587866,3576250.263313
OMN,ECS,2019,807271.75049248,3364462.96377828
OMN,ECS,2020,808608.72826552,3606566.03951826
OMN,ECS,2021,1276491.46224156,3494165.15447961
OAS,ECS,1997,18149448.733,20993539.749
OAS,ECS,1998,19332549.544,19947306.191
OAS,ECS,1999,20419310.246,17654920.657
OAS,ECS,2000,24181910.168,19069227.85
OAS,ECS,2001,20076551.312,15053423.986
OAS,ECS,2002,19005181.162,14882972.374
OAS,ECS,2003,21389091.1,16452206.5
OAS,ECS,2004,24401018.835,21638288.951
OAS,ECS,2005,24523315.481,21883866.567
OAS,ECS,2006,27334182.848,21661454.862
OAS,ECS,2007,30074463.107,24052045.191
OAS,ECS,2008,29942018.373,24175225.451
OAS,ECS,2009,23694664.015,20374908.633
OAS,ECS,2010,30765858.151,26851800.36
OAS,ECS,2011,32803499.908,30749184.211
OAS,ECS,2012,30456654.759,29620692.022
OAS,ECS,2013,29384341.095,30700227.017
OAS,ECS,2014,30501696.676,31521775.646
OAS,ECS,2015,27106414.265,27993362.097
OAS,ECS,2016,27546618.352,30393151.823
OAS,ECS,2017,30824467.02164,32572093.13003
OAS,ECS,2018,32988567.00001,36307228.64345
OAS,ECS,2019,30910275.19392,37779212.12719
OAS,ECS,2020,29492662.3018943,37483889.6607525
OAS,ECS,2021,40019229.2783495,48118667.3898822
PAK,ECS,2003,3740724.907,2677789.889
PAK,ECS,2004,4106026.253,2992070.929
PAK,ECS,2005,4776227.889,5816239.01
PAK,ECS,2006,5082095.783,6261854.402
PAK,ECS,2007,5463582.505,5881320.499
PAK,ECS,2008,5981542.008,7502329.003
PAK,ECS,2009,4924341.14,6263195.909
PAK,ECS,2010,6157785.532,5258472.301
PAK,ECS,2011,7486994.421,5359178.174
PAK,ECS,2012,6087826.474,5455588.767
PAK,ECS,2013,7112407.734,5455424.033
PAK,ECS,2014,8000812.335,5656060.431
PAK,ECS,2015,7214902.321,5181675.039
PAK,ECS,2016,7504413.339,5783107.759
PAK,ECS,2017,8184453.18710418,6897246.26622482
PAK,ECS,2018,8747976.08675788,6814025.39045787
PAK,ECS,2019,8875032.41995584,6302125.6438435
PAK,ECS,2020,8697179.27606769,5919213.34542065
PAK,ECS,2021,10594455.1429379,8041822.22049636
PLW,ECS,2012,38.431,1515.093
PLW,ECS,2014,72.113,7471.872
PLW,ECS,2015,14.694,2850.228
PLW,ECS,2016,129.545,2087.978
PLW,ECS,2017,13.88211,2663.4359
PLW,ECS,2018,0.2,3068.09839
PLW,ECS,2007,,998.338
PLW,ECS,2008,,1140.462
PLW,ECS,2009,,814.579
PLW,ECS,2010,,639.236
PLW,ECS,2011,,1161.153
PLW,ECS,2013,,1645.153
PAN,ECS,1995,151170.086,212785.4
PAN,ECS,1996,107280.033,217278.54
PAN,ECS,1997,112750.855,264349.097
PAN,ECS,1998,162973.684,276993.328
PAN,ECS,1999,159522.165,353372.446
PAN,ECS,2000,182512.281,325523.489
PAN,ECS,2001,164378.579,264518.04
PAN,ECS,2002,169387.398,237570.114
PAN,ECS,2003,199684.262,250402.073
PAN,ECS,2004,224258.402,275384.778
PAN,ECS,2005,272004.742,314967.511
PAN,ECS,2006,405730.455,1145391.081
PAN,ECS,2007,451692.014,1402233.315
PAN,ECS,2008,421652.631,1674359.31
PAN,ECS,2009,256023.214,1405739.55
PAN,ECS,2010,233714.135,1772500.713
PAN,ECS,2011,250830.321,2086143.426
PAN,ECS,2012,267048.7,2592336.092
PAN,ECS,2013,338152.815,3115023.882
PAN,ECS,2014,366036.014,3224958.367
PAN,ECS,2015,354801.327,2933653.629
PAN,ECS,2016,406204.359,2667710.533
PAN,ECS,2017,130884.312,2543428.264
PAN,ECS,2018,428239.125,2837256.662
PAN,ECS,2019,600972.402,3038896.924
PAN,ECS,2020,439024.453,2097340.882
PAN,ECS,2021,839493.503,1409959.812
PNG,ECS,1998,168303.117,45189.17
PNG,ECS,2000,114147.513,39020.307
PNG,ECS,2001,108688.685,33552.214
PNG,ECS,2002,186765.998,73077.038
PNG,ECS,2003,259531.866,35189.605
PNG,ECS,2004,321008.662,70629.447
PNG,ECS,2011,1109376.223,331402.908
PNG,ECS,2012,941983.379,727797.669
PRY,ECS,1989,363703.202,99822.293
PRY,ECS,1990,333974.083,210350.973
PRY,ECS,1991,263819.336,214674.445
PRY,ECS,1992,229252.944,212834.026
PRY,ECS,1993,274171.851,212603.144
PRY,ECS,1994,237272.64,313847.348
PRY,ECS,1995,173787.826,356489.323
PRY,ECS,1996,235100.409,337462.432
PRY,ECS,1997,317112.619,455504.721
PRY,ECS,1998,284942.046,323102.341
PRY,ECS,1999,283717.449,282473.86
PRY,ECS,2000,122211.803,302776.012
PRY,ECS,2001,152813.457,241973.207
PRY,ECS,2002,121404.014,221261.816
PRY,ECS,2003,192675.543,216546.404
PRY,ECS,2004,207553.478,262065.243
PRY,ECS,2005,225972.641,364195.073
PRY,ECS,2006,384616.81,421486.565
PRY,ECS,2007,666632.196,460693.686
PRY,ECS,2008,978297.41,964684.263
PRY,ECS,2009,841362.984,728534.933
PRY,ECS,2010,1820748.147,991015.284
PRY,ECS,2011,2173874.602,1453829.268
PRY,ECS,2012,1903199.734,1490351.327
PRY,ECS,2013,2720432.086,1743260.983
PRY,ECS,2014,2788648.598,1657987.752
PRY,ECS,2015,2333786.101,1578652.144
PRY,ECS,2016,2118325.12472,1325830.606
PRY,ECS,2017,2104017.118,1471945.385
PRY,ECS,2018,1720178.579,1745071.414
PRY,ECS,2019,1210542.813,941031.007
PRY,ECS,2020,1026037.122,1157247.645
PRY,ECS,2021,1371505.898,1473124.463
PER,ECS,1992,914562.463,630145.894
PER,ECS,1994,1420568.18,988113.182
