reporter,partner,year,export,import
AFG,WLD,2008,540065.594,3019860.129
AFG,WLD,2009,403441.006,3336434.781
AFG,WLD,2010,388483.635,5154249.867
AFG,WLD,2011,375850.935,6390310.947
AFG,WLD,2012,428902.71,6204984.101
AFG,WLD,2013,514972.983,8554413.749
AFG,WLD,2014,570534.007,7697178.17
AFG,WLD,2015,571404.967,7722865.049
AFG,WLD,2016,596455.337,6534140.413
AFG,WLD,2017,831926.77177,7792600.11174
AFG,WLD,2018,884504.49637,7406590.32475
AFG,WLD,2019,870488.51246,8568013.87687
ALB,WLD,1996,211140.4,938481.792
ALB,WLD,1997,137681.008,629026.304
ALB,WLD,1998,207653.802,841256.184
ALB,WLD,1999,351097.824,1154351.169
ALB,WLD,2000,261475.781,1089467.879
ALB,WLD,2001,304930.699,1330631.066
ALB,WLD,2002,330241.497,1503685.206
ALB,WLD,2003,447220.546,1864328.86
ALB,WLD,2004,602653.356,2300168.341
ALB,WLD,2005,658233.171,2614347.012
ALB,WLD,2006,792629.671,3057408.426
ALB,WLD,2007,1077690.359,4200864.046
ALB,WLD,2008,1354921.653,5250490.022
ALB,WLD,2009,1087914.902,4548287.875
ALB,WLD,2010,1549955.724,4602774.967
ALB,WLD,2011,1948207.305,5395853.069
ALB,WLD,2012,1967918.947,4879829.648
ALB,WLD,2013,2331521.928,4880593.254
ALB,WLD,2014,2430723.644,5229972.238
ALB,WLD,2015,1929657.032,4320219.367
ALB,WLD,2016,1962117.416,4669289.913
ALB,WLD,2017,2302318.25172532,5282117.40285262
ALB,WLD,2018,2875859.77876521,5941286.94948696
ALB,WLD,2019,2719428.70804225,5908003.38010802
ALB,WLD,2020,2415632.33541902,5410943.44685107
ALB,WLD,2021,3562297.235872,7734905.145339
DZA,WLD,1992,11136801.792,8647816.192
DZA,WLD,1993,10097665.024,8785274.88
DZA,WLD,1994,8593806.336,9598673.92
DZA,WLD,1995,9356680.192,10782432.256
DZA,WLD,1996,11099222.016,9105595.392
DZA,WLD,1997,13894123.52,8688356.352
DZA,WLD,1998,9838587.904,9403430.912
DZA,WLD,1999,12525276.632,9161845.368
DZA,WLD,2000,22031287.644,9152077.226
DZA,WLD,2001,19147619.19,9945719.404
DZA,WLD,2002,18832409.255,12009774.693
DZA,WLD,2003,24653655.793,13545429.533
DZA,WLD,2004,32076791.698,18303023.344
DZA,WLD,2005,46001735.483,20356879.694
DZA,WLD,2006,54612721.784,21455854.547
DZA,WLD,2007,60163160.346,27631203.951
DZA,WLD,2008,79297591.513,39474721.566
DZA,WLD,2009,45193920.241,39258326.938
DZA,WLD,2010,57050973.573,40999891.115
DZA,WLD,2011,73436306.091,47219730.324
DZA,WLD,2012,71865748.994,50369390.586
DZA,WLD,2013,65998137.595,54909973.274
DZA,WLD,2014,60387689.304,58618080.185
DZA,WLD,2015,34795951.491,51803071.085
DZA,WLD,2016,29992101.47,47090683.586
DZA,WLD,2017,35191117.4161,46053015.989108
AND,WLD,1995,47803.14,1025480.576
AND,WLD,1996,46242.984,1061358.4
AND,WLD,1997,48000.384,1061291.648
AND,WLD,1998,57858.896,1064134.784
AND,WLD,1999,42680.6,1078680.594
AND,WLD,2000,45329.043,1011959.615
AND,WLD,2001,52421.237,1042065.997
AND,WLD,2002,63752.333,1199570.945
AND,WLD,2003,90155.985,1513115.27
AND,WLD,2004,123209.544,1761745.343
AND,WLD,2006,165379.939939817,1787807.6406048
AND,WLD,2007,150846.156687305,1925764.47260755
AND,WLD,2008,139099.612128479,1939929.69024609
AND,WLD,2009,100478.001173524,1610110.56620086
AND,WLD,2010,92319.0474391248,1540506.32523496
AND,WLD,2011,114022.712151423,1617690.97738033
AND,WLD,2012,105977.644763457,1417733.78405466
AND,WLD,2013,98990.6941664264,1487194.09390088
AND,WLD,2014,95157.7074279242,1556048.5278525
AND,WLD,2015,89501.9351618219,1293752.87650544
AND,WLD,2016,96367.3096430448,1354095.9400209
AND,WLD,2017,117979.90626973,1478481.17762196
AND,WLD,2018,129335.364185656,1609618.77755144
AND,WLD,2019,125151.573783256,1539071.29155313
AND,WLD,2020,166781.088992823,1494812.26851873
AND,WLD,2021,163974.317509802,1563492.3974098
AGO,WLD,2007,44177783.071,11094843.413
AGO,WLD,2009,40639411.732,23918854.361
AGO,WLD,2010,52612114.761,18143268.908
AGO,WLD,2011,66427390.22,20790996.039
AGO,WLD,2012,70863076.413,28722984.064
AGO,WLD,2013,67712526.547,26756062.991
AGO,WLD,2014,58672369.19,28753499.329
AGO,WLD,2015,33924937.47831,21549256.53051
AGO,WLD,2016,28057499.52239,14347710.4978
AGO,WLD,2017,34904881.10937,15462313.47823
AGO,WLD,2018,40664718.8149598,16006910.5790636
AGO,WLD,2019,35432454.858832,13961640.425765
AGO,WLD,2020,22134505.473377,9337925.708641
AGO,WLD,2021,34472161.956832,11378927.920701
AIA,WLD,2000,4001.297,94514.171
AIA,WLD,2001,3200.931,77704.66
AIA,WLD,2002,4344.499,69893.421
AIA,WLD,2003,4238.995,76776.651
AIA,WLD,2004,5748.088,102438.551
AIA,WLD,2006,12237.708,174899.062
AIA,WLD,2007,9185.3,247904.776
AIA,WLD,2008,11474.54,271744.4
ATG,WLD,1999,14974.068,356003.488
ATG,WLD,2000,22519.698,338187.415
ATG,WLD,2005,120636.13,525205.964
ATG,WLD,2007,98628.077,573078.069
ATG,WLD,2009,205701.562,699056.325
ATG,WLD,2010,34828.29,501230.695
ATG,WLD,2011,29028.024,471410.407
ATG,WLD,2012,29006.273,339511.614
ATG,WLD,2013,32922.552,343109.397
ATG,WLD,2014,23082.464,551751.293
ATG,WLD,2015,26045.541,465127.071
ATG,WLD,2016,61043.254,490525.305
ATG,WLD,2017,62390.6027130386,629819.171869087
ATG,WLD,2018,25841.0815588926,569155.190996091
ATG,WLD,2019,37400.1184031203,568301.522749303
ATG,WLD,2006,,670748.045
ARG,WLD,1993,13117745.152,16772908.032
ARG,WLD,1994,15838651.392,21581053.952
ARG,WLD,1995,20962574.336,20121640.96
ARG,WLD,1996,23809628.16,23761555.456
ARG,WLD,1997,26430820.352,30349402.112
ARG,WLD,1998,26433671.168,31377246.208
ARG,WLD,1999,23332660.078,25507944.033
ARG,WLD,2000,26341029.193,25280463.491
ARG,WLD,2001,26610055.335,20321127.098
ARG,WLD,2002,25709371.11,8989546.0
ARG,WLD,2003,29938752.0,13850774.0
ARG,WLD,2004,34575705.522,22445246.576
ARG,WLD,2005,40106386.092,28688637.653
ARG,WLD,2006,46546224.081,34153541.756
ARG,WLD,2007,55779579.836,44707041.808
ARG,WLD,2008,70018850.811,57461774.372
ARG,WLD,2009,55672118.6,38786161.79
ARG,WLD,2010,68174446.579,56792378.207
ARG,WLD,2011,82981091.282,73960656.1
ARG,WLD,2012,79982379.582,67973971.893
ARG,WLD,2013,75962981.361,74441745.276
ARG,WLD,2014,68404346.61825,65735987.75705
ARG,WLD,2015,56783952.50368,60202843.49891
ARG,WLD,2016,57879346.23927,55910810.43822
ARG,WLD,2017,58384194.96928,66899299.58697
ARG,WLD,2018,61558357.42097,65440966.16564
ARG,WLD,2019,65114127.6595,49125029.97595
ARG,WLD,2020,54883822.4457,42355505.39972
ARG,WLD,2021,77934314.98658,63183637.61417
ARM,WLD,1997,215273.552,754439.68
ARM,WLD,1999,231666.237,810846.494
ARM,WLD,2000,294102.939,840307.429
ARM,WLD,2001,335831.375,837467.564
ARM,WLD,2002,527203.711,962930.979
ARM,WLD,2003,670474.788,1236583.577
ARM,WLD,2004,722911.5,1349761.91
ARM,WLD,2005,936977.335,1691542.087
ARM,WLD,2006,1003961.105,2194358.169
ARM,WLD,2007,1121222.464,3052565.547
ARM,WLD,2008,1055012.744,4101217.006
ARM,WLD,2009,683989.374,3174631.229
ARM,WLD,2010,1011424.747,3781767.406
ARM,WLD,2011,1306576.403,3979934.781
ARM,WLD,2012,1428120.692,4266895.65
ARM,WLD,2013,1467799.672,4256217.854
ARM,WLD,2014,1490190.146,4159517.448
ARM,WLD,2015,1482667.349,3256964.792
ARM,WLD,2016,1807789.51,3218457.706
ARM,WLD,2017,2144962.96958,3893454.90313
ARM,WLD,2018,2383413.79973841,4809614.54165
ARM,WLD,2019,2618637.44553,5062814.717898
ARM,WLD,2020,2332082.153105,4451099.6376
ARM,WLD,2021,2964798.29008,5323905.109255
ABW,WLD,2000,172999.09,835229.439
ABW,WLD,2001,148856.14,836234.454
ABW,WLD,2002,128258.862,842875.655
ABW,WLD,2003,82190.5,846620.627
ABW,WLD,2004,79682.025,876171.743
ABW,WLD,2005,106204.9,1030046.306
ABW,WLD,2006,108964.805,1041334.001
ABW,WLD,2007,97892.753,1113876.882
ABW,WLD,2008,100869.319,1112619.693
ABW,WLD,2009,135747.078,1149199.674
ABW,WLD,2010,124523.218,1071033.527
ABW,WLD,2011,151359.633,1284948.78
ABW,WLD,2012,173060.835,1259804.184
ABW,WLD,2013,167761.27,1303316.843
ABW,WLD,2014,116214.26,1284149.421
ABW,WLD,2015,79882.205,1165014.285
ABW,WLD,2016,95396.49122,1117122.53119
ABW,WLD,2017,88833.3373807968,1194930.12970078
ABW,WLD,2018,69470.3743132608,1255956.11962505
ABW,WLD,2019,78642.9393828672,1313806.4523716
ABW,WLD,2020,65929.7252645504,939368.007599441
ABW,WLD,2021,88347.0076928547,1169773.93434417
AUS,WLD,1988,32205394.052,33025740.133
AUS,WLD,1989,35761442.364,39839624.977
AUS,WLD,1990,38781276.003,38632769.854
AUS,WLD,1991,40782719.646,38456377.341
AUS,WLD,1992,42078850.998,40598172.996
AUS,WLD,1993,41879201.003,42366602.456
AUS,WLD,1994,47253810.043,49918035.761
AUS,WLD,1995,53000545.492,57422799.123
AUS,WLD,1996,60206784.511,61400054.057
AUS,WLD,1997,62816517.159,61833388.139
AUS,WLD,1998,55808480.392,60774215.642
AUS,WLD,1999,54534196.028,65198357.215
AUS,WLD,2000,63766334.251,71555125.639
AUS,WLD,2001,63288188.61,64319977.353
AUS,WLD,2002,64984167.265,73025896.959
AUS,WLD,2003,70288235.404,89065101.558
AUS,WLD,2004,86484037.752,109482715.206
AUS,WLD,2005,106011050.685,125221245.282
AUS,WLD,2006,123324472.734,139354165.032
AUS,WLD,2007,141181512.401,165471525.339
AUS,WLD,2008,186853013.588,200617274.51
AUS,WLD,2009,153899575.95,165601136.423
AUS,WLD,2010,212108726.296,201703333.727
AUS,WLD,2011,269423385.464,234205823.23
AUS,WLD,2012,256242912.988,250464794.398
AUS,WLD,2013,252155105.281,232481271.344
AUS,WLD,2014,240444683.866,227544231.343
AUS,WLD,2015,187792151.47,200113779.978
AUS,WLD,2016,189629974.559,189406027.941
AUS,WLD,2017,230536736.593854,228429293.201108
AUS,WLD,2018,256565262.375592,235632823.913726
AUS,WLD,2019,270260835.86977,221527797.251589
AUS,WLD,2020,247159345.941573,210212509.293219
AUS,WLD,2021,342036103.269844,261586379.464768
AUT,WLD,1994,45072183.296,55290413.056
AUT,WLD,1995,57582931.968,66405670.912
AUT,WLD,1996,57830457.344,67283750.912
AUT,WLD,1997,56713719.808,63630995.456
AUT,WLD,1998,60856832.0,67098177.536
AUT,WLD,1999,59271554.655,66003473.393
AUT,WLD,2000,63674699.062,68373911.913
AUT,WLD,2001,66492423.852,70491571.059
AUT,WLD,2002,73112664.77,72796195.961
AUT,WLD,2003,89256767.36,91595357.834
AUT,WLD,2004,110829757.357,111261147.199
AUT,WLD,2005,117721712.17,119950092.01
AUT,WLD,2006,134169531.326,134356314.386
AUT,WLD,2007,156588406.562,156055652.65
AUT,WLD,2008,172227951.752,175025754.112
AUT,WLD,2009,131387248.005,136418429.213
AUT,WLD,2010,144882002.012,150592664.071
AUT,WLD,2011,169511432.541,182349823.981
AUT,WLD,2012,158820719.332351,169657276.31024
AUT,WLD,2013,166273910.254834,173366037.687729
AUT,WLD,2014,169712859.499776,172446638.357056
AUT,WLD,2015,145275530.315015,147927653.250615
AUT,WLD,2016,144700690.215736,149987386.054557
AUT,WLD,2017,159970530.802934,166475080.970019
AUT,WLD,2018,176991970.620195,184195200.603949
AUT,WLD,2019,171532054.962314,176596131.348864
AUT,WLD,2020,162145129.017336,164635579.303554
AUT,WLD,2021,194703245.949459,210913061.446332
AZE,WLD,1996,631244.864,960603.264
AZE,WLD,1997,781308.992,794337.92
AZE,WLD,1998,606149.44,1076489.216
AZE,WLD,1999,929225.537,1035652.323
AZE,WLD,2000,1745251.936,1172038.21
AZE,WLD,2001,2314282.345,1430877.454
AZE,WLD,2002,2167500.086,1665564.219
AZE,WLD,2003,2591719.389,2626427.367
AZE,WLD,2004,3615449.827,3515861.062
AZE,WLD,2005,4347151.207,4211207.311
AZE,WLD,2006,6372164.992,5266743.705
AZE,WLD,2007,6058319.1,5712178.288
AZE,WLD,2008,47756229.362,7161847.499
AZE,WLD,2009,14688727.691,6119060.204
AZE,WLD,2010,21278419.98,6596796.766
AZE,WLD,2011,26480188.838,9732869.048
AZE,WLD,2012,23827186.078,9641723.771
AZE,WLD,2013,23904108.012,10763391.507
AZE,WLD,2014,21751737.145,9178588.183
AZE,WLD,2015,12646293.67679,9214281.37939
AZE,WLD,2016,13380818.56671,8472499.91555
AZE,WLD,2017,15306018.30444,8767799.11176
AZE,WLD,2018,19489068.20382,11460337.55533
AZE,WLD,2019,19635202.60073,13649506.47613
AZE,WLD,2020,13732637.26323,10731105.81734
AZE,WLD,2021,22207974.78494,11695932.1843
BHS,WLD,1997,181385.696,1621739.008
BHS,WLD,1998,300320.704,1815543.296
BHS,WLD,1999,426030.4,1750850.304
BHS,WLD,2000,554884.272,2002171.986
BHS,WLD,2001,375881.195,1927317.261
BHS,WLD,2002,388767.972,1838254.314
BHS,WLD,2003,364827.363,1873809.029
BHS,WLD,2004,401310.657,1976138.649
BHS,WLD,2005,270849.123,2566676.925
BHS,WLD,2006,509419.838,2984310.381
BHS,WLD,2007,669976.837,3102601.552
BHS,WLD,2008,701528.661,3229968.663
BHS,WLD,2009,584878.552,2698526.468
BHS,WLD,2010,620143.299,2861948.147
BHS,WLD,2011,726943.076,3410316.267
BHS,WLD,2012,828692.195,3646505.184
BHS,WLD,2013,811465.065,3365293.982
BHS,WLD,2014,689194.495,3790365.67
BHS,WLD,2015,442781.375,3161314.272
BHS,WLD,2016,402712.422,2930861.462
BHS,WLD,2017,473322.27713,3477450.22406
BHS,WLD,2018,524192.92224,3523973.18413
BHS,WLD,2019,537268.55981,3320458.693718
BHS,WLD,2020,339259.846,2205003.339
BHR,WLD,2000,6194679.351,4633587.88
BHR,WLD,2001,5551309.153,4296168.301
BHR,WLD,2002,5794198.135,5010859.566
BHR,WLD,2003,6631600.766,5657241.32
BHR,WLD,2004,7516028.525,6583640.187
BHR,WLD,2005,10238577.799,9339254.009
BHR,WLD,2006,11661614.411,8956853.532
BHR,WLD,2007,13664874.24,11515148.862
BHR,WLD,2008,13082979.789,18414553.284
BHR,WLD,2009,8383999.812,11993377.02
BHR,WLD,2010,16059213.418,16001647.094
BHR,WLD,2011,22561916.65,17643318.338
BHR,WLD,2012,16621225.728,14249140.95
BHR,WLD,2013,20036210.162,18617509.37
BHR,WLD,2014,23745958.554,20073673.075
BHR,WLD,2015,13882170.6685524,16389939.7229933
BHR,WLD,2016,10545888.9642547,14748516.7269204
BHR,WLD,2017,12485359.2269938,17390888.0168633
BHR,WLD,2018,14347737.4941701,20597535.9237175
BHR,WLD,2019,14167263.1350727,18588377.1441419
BHR,WLD,2020,11559232.44305,15458353.936863
BHR,WLD,2021,18198973.799994,14135237.381753
BGD,WLD,1989,1328007.68,2954929.92
BGD,WLD,1990,1556440.448,3431776.512
BGD,WLD,1991,1690206.848,3136684.032
BGD,WLD,1992,1941607.168,3467048.704
BGD,WLD,1993,2253093.632,3525707.264
BGD,WLD,1995,3407241.216,5438407.68
BGD,WLD,1996,3538509.824,6225296.384
BGD,WLD,1997,4017455.616,6784461.312
BGD,WLD,1998,5056914.432,7017968.128
BGD,WLD,2000,5493226.431,7611261.55
BGD,WLD,2001,5388747.139,8041198.469
BGD,WLD,2002,5417272.534,9215132.571
BGD,WLD,2003,6403425.621,10145692.752
BGD,WLD,2004,8267482.023,11372744.85
BGD,WLD,2005,9331583.363,12630526.296
BGD,WLD,2006,11696700.498,15688545.072
BGD,WLD,2007,13142952.925,17622872.861
BGD,WLD,2008,15506719.178,24334108.166
BGD,WLD,2009,15558633.995,23245039.195
BGD,WLD,2010,19230982.559,30503835.497
BGD,WLD,2011,24313744.243,41221651.781
BGD,WLD,2012,24513500.832,36356219.409
BGD,WLD,2013,24537341.006,35493348.058
BGD,WLD,2015,31734162.419,48058710.041
BRB,WLD,1997,282927.072,995204.672
BRB,WLD,1998,258656.24,1022074.176
BRB,WLD,1999,250723.52,1067336.896
BRB,WLD,2000,272834.481,1155540.249
BRB,WLD,2001,259339.456,1068112.867
BRB,WLD,2002,215467.866,996557.878
BRB,WLD,2003,249762.223,1194985.296
BRB,WLD,2004,195038.784,1093753.542
BRB,WLD,2005,361241.724,1671864.185
BRB,WLD,2006,441213.595,1628554.708
BRB,WLD,2007,314230.169,1298657.111
BRB,WLD,2008,454194.737,1744262.693
BRB,WLD,2009,322725.399,1340712.876
BRB,WLD,2010,313684.474,1196231.948
BRB,WLD,2011,508446.402,1775403.402
BRB,WLD,2012,566438.951,1767767.063
BRB,WLD,2013,467423.52,1768742.476
BRB,WLD,2014,480753.438,1740471.483
BRB,WLD,2015,482751.934,1617853.172
BRB,WLD,2016,516825.882,1621269.759
BRB,WLD,2017,485387.9475,1599597.4945
BRB,WLD,2018,457709.7505,1599911.169
BRB,WLD,2019,444085.369,1580842.477
BRB,WLD,2020,345206.217,1500813.6285
BRB,WLD,2021,350172.911,1673255.4875
BLR,WLD,1998,7069717.504,8549278.208
BLR,WLD,1999,5908927.488,6673728.512
BLR,WLD,2000,7331059.0,8646200.0
BLR,WLD,2001,7450644.0,8286374.6
BLR,WLD,2002,8020912.0,9092341.1
BLR,WLD,2003,9945588.4,11558019.7
BLR,WLD,2004,13751699.6,16345466.8
BLR,WLD,2005,15977220.7,16698737.0
BLR,WLD,2006,19738543.4,22323210.5
BLR,WLD,2007,24275244.0,28693112.6
BLR,WLD,2008,32570780.5,39381251.5
BLR,WLD,2009,21304172.9,28568991.6
BLR,WLD,2010,25283462.3,34884450.9
BLR,WLD,2011,41418672.0,45759076.5
BLR,WLD,2012,46059935.0,46404389.2
BLR,WLD,2013,37203035.3,43022675.0
BLR,WLD,2014,36080536.8,40502359.8
BLR,WLD,2015,26660394.6,30291492.8
BLR,WLD,2016,23537354.5,27609883.7
BLR,WLD,2017,29239993.9,34234849.2
BLR,WLD,2018,33726141.4,38408911.9
BLR,WLD,2019,32955122.4,39476679.2
BLR,WLD,2020,29179441.0,32767433.1
BLR,WLD,2021,39889022.8,41810690.4
BEL,WLD,1999,178866828.247,164603472.96
BEL,WLD,2000,187838904.743,176990651.494
BEL,WLD,2001,190309486.976,178697512.388
BEL,WLD,2002,215803005.428,198094630.569
BEL,WLD,2003,255553660.88,234922194.436
BEL,WLD,2004,307690419.647,286478237.982
BEL,WLD,2005,335691778.058,319085461.278
BEL,WLD,2006,366835492.35,353093659.615
BEL,WLD,2007,431743842.738,413035800.32
BEL,WLD,2008,471797820.094,466338013.887
BEL,WLD,2009,370879193.628,354586368.473
BEL,WLD,2010,274724245.144588,282824854.91643
BEL,WLD,2011,327589023.656765,341601380.377552
BEL,WLD,2012,305138320.815615,318426807.370856
BEL,WLD,2013,318244235.352657,327981656.318022
BEL,WLD,2014,319214138.235333,328434633.520439
BEL,WLD,2015,253410705.992653,258592723.817133
BEL,WLD,2016,271231916.571688,276952158.721632
BEL,WLD,2017,296556522.030367,305936853.961826
BEL,WLD,2018,323378438.760036,340085567.767348
BEL,WLD,2019,311796811.94795,318706545.157901
BEL,WLD,2020,295079126.450343,294198417.225757
BEL,WLD,2021,386354055.203238,393654602.370278
BLX,WLD,1995,168153612.288,153388335.104
BLX,WLD,1996,168343584.768,157996204.032
BLX,WLD,1997,172699795.456,159458607.104
BLX,WLD,1998,178615435.264,166721634.304
BLZ,WLD,1992,135938.576,274148.544
BLZ,WLD,1993,126604.712,280908.832
BLZ,WLD,1994,142930.384,259937.888
BLZ,WLD,1995,161680.16,258509.296
BLZ,WLD,1996,167637.248,255553.44
BLZ,WLD,1997,176190.656,286067.648
BLZ,WLD,1998,162217.536,292261.248
BLZ,WLD,1999,140743.376,284586.88
BLZ,WLD,2000,200215.099,446932.894
BLZ,WLD,2001,181888.966,519539.688
BLZ,WLD,2002,164484.703,527036.654
BLZ,WLD,2003,201652.345,523469.9255
BLZ,WLD,2004,215764.471,490874.6025
BLZ,WLD,2005,207635.6725,513956.46
BLZ,WLD,2006,274429.335,660343.069
BLZ,WLD,2007,266633.572,684342.489
BLZ,WLD,2008,295057.821,836543.793
BLZ,WLD,2009,261595.6853596,650305.024005
BLZ,WLD,2010,305093.2643779,706488.870405
BLZ,WLD,2011,379356.29332,800352.7924092
BLZ,WLD,2012,401139.617,843065.697
BLZ,WLD,2013,413453.886,906091.369
BLZ,WLD,2014,358429.021,962112.036
BLZ,WLD,2015,313895.185,995560.655
BLZ,WLD,2016,246162.629,952493.786
BLZ,WLD,2017,277584.960065,913130.45285
BLZ,WLD,2018,240911.1581,957739.411005
BLZ,WLD,2019,244908.8362081,985904.34390255
BLZ,WLD,2020,211872.682315,787096.516645
BLZ,WLD,2021,264092.67561,1060471.48662
BEN,WLD,1998,332872.64,807020.032
BEN,WLD,1999,225627.216,690955.008
BEN,WLD,2000,189795.148,547076.221
BEN,WLD,2001,204165.363,601510.182
BEN,WLD,2002,241718.935,725028.594
BEN,WLD,2003,271525.807,891974.145
BEN,WLD,2004,298312.458,893819.934
BEN,WLD,2005,288195.509,898695.761
BEN,WLD,2006,224593.084,1003250.25
BEN,WLD,2007,274387.393,1630866.027
BEN,WLD,2008,421063.805,1713643.054
BEN,WLD,2009,425347.736,1548967.817
BEN,WLD,2010,533902.342,2133551.198
BEN,WLD,2011,388592.197,2070012.091
BEN,WLD,2012,460338.227,2316427.344
BEN,WLD,2013,602013.92,2940678.607
BEN,WLD,2014,968325.892,3703725.329
BEN,WLD,2015,625002.384465831,2546625.1194664
BEN,WLD,2016,408742.652800705,2559957.86563569
BEN,WLD,2017,741989.094073375,3210052.1735148
BEN,WLD,2018,950955.040022812,3344406.32068114
BEN,WLD,2019,850663.575873335,2935994.27440894
BEN,WLD,2020,846059.543583314,2662586.25365376
BEN,WLD,2021,1023522.02389853,3186198.03811192
BMU,WLD,1995,62929.224,633307.52
BMU,WLD,2012,9624.203,866904.652
BMU,WLD,2013,21705.082,994572.258
BMU,WLD,2014,11968.501,961075.407
BMU,WLD,2015,8622.43,928900.937
BMU,WLD,2016,8317.389,971429.41
BMU,WLD,2017,11742.16567,1078213.78473
BMU,WLD,2018,22912.42454,1070009.01492
BMU,WLD,2019,26832.55227,1117764.47554
BMU,WLD,2020,19103.50016,903950.587860003
BMU,WLD,2021,28632.52908,1055206.24822
BMU,WLD,1997,,587153.344
BMU,WLD,2005,,987514.148
BMU,WLD,2006,,1070973.876
BMU,WLD,2007,,1133147.087
BMU,WLD,2008,,1146777.916
BMU,WLD,2009,,1028090.585
BMU,WLD,2010,,969629.106
BMU,WLD,2011,,880766.921
BTN,WLD,1993,65820.26,90792.72
BTN,WLD,1994,66382.9,91066.448
BTN,WLD,1998,108462.968,134496.432
BTN,WLD,1999,115950.052,182077.408
BTN,WLD,2005,258368.29,387010.762
BTN,WLD,2006,413886.408,418909.981
BTN,WLD,2007,674523.575,498139.703
BTN,WLD,2008,521415.383,543270.693
BTN,WLD,2009,495846.19,529407.504
BTN,WLD,2010,413482.438,853803.672
BTN,WLD,2011,452962.797,1051747.355
BTN,WLD,2012,531227.039,991702.621
BOL,WLD,1992,765313.792,1128597.248
BOL,WLD,1993,808937.6,1176929.92
BOL,WLD,1994,1124230.528,1196333.44
BOL,WLD,1995,1181212.032,1396248.576
BOL,WLD,1996,1086943.36,1643040.0
BOL,WLD,1997,1272097.664,1909178.24
BOL,WLD,1998,1323269.376,2350150.4
BOL,WLD,1999,1401883.454,1835407.742
BOL,WLD,2000,1472403.785,2020310.594
BOL,WLD,2001,1349864.87847,1707551.64
BOL,WLD,2002,1372218.62103,1831240.178
BOL,WLD,2003,1674001.46036,1692046.161
BOL,WLD,2004,2262672.92687,1919344.222
BOL,WLD,2005,2945537.48973,2440039.451
BOL,WLD,2006,4229618.67821,2925735.248
BOL,WLD,2007,4886102.39567,3587951.682
BOL,WLD,2008,7053621.89441,5097054.867
BOL,WLD,2009,5483902.7791,4568531.914
BOL,WLD,2010,7051433.16326,5603872.62094
BOL,WLD,2011,9213940.0719,7935744.41495
BOL,WLD,2012,11990832.24158,8590084.88958
BOL,WLD,2013,12371515.89571,9699044.72497
BOL,WLD,2014,13034220.24128,10674099.37656
BOL,WLD,2015,8923115.38286,9843076.57856
BOL,WLD,2016,7258713.16857,8563809.68711001
BOL,WLD,2017,8367078.52009,9367587.90274
BOL,WLD,2018,9110355.63063,10000376.72228
BOL,WLD,2019,8933330.98837,9824367.97112
BOL,WLD,2020,7032764.18799,7115199.56613
BOL,WLD,2021,11079788.84024,9618073.96467
BIH,WLD,2003,1400284.313,4823652.527
BIH,WLD,2004,1912379.0,5980462.683
BIH,WLD,2005,2388483.188,7053770.509
BIH,WLD,2006,3427781.565,7559256.431
BIH,WLD,2007,4151965.348,9720056.196
BIH,WLD,2008,5021082.673,12188608.532
BIH,WLD,2009,3953920.135,8363714.09
BIH,WLD,2010,4803108.533,9222973.961
BIH,WLD,2011,5850078.709,11050575.357
BIH,WLD,2012,5161808.996,10019077.121
BIH,WLD,2013,5687463.465,10295187.458
BIH,WLD,2014,5892102.201,10990420.322
BIH,WLD,2015,5099185.764,8993966.16
BIH,WLD,2016,5327578.339,9141880.413
BIH,WLD,2017,6367922.27156,10474058.771313
BIH,WLD,2018,7182096.31777,11629555.0258207
BIH,WLD,2019,6578243.9022346,11159040.3316673
BIH,WLD,2020,6152512.5379952,9867513.97001168
BIH,WLD,2021,8614110.01086616,13028951.6129004
BWA,WLD,2000,2778832.289,2078935.789
BWA,WLD,2001,2533037.21,1810782.92
BWA,WLD,2002,2745130.539,3373769.081
BWA,WLD,2003,3801646.079,3964049.894
BWA,WLD,2004,3510761.984,3235331.368
BWA,WLD,2005,4430627.567,3162337.148
BWA,WLD,2006,4506181.889,3053297.737
BWA,WLD,2007,5072523.185,3986915.81
BWA,WLD,2008,4950877.494,5211097.372
BWA,WLD,2009,3455712.288,4728028.513
BWA,WLD,2010,4677029.47735685,5089896.3883133
BWA,WLD,2011,5915296.53650867,8306971.86895669
BWA,WLD,2012,6714347.29842712,10293588.6505984
BWA,WLD,2013,7932996.86572259,9479211.32501073
BWA,WLD,2014,8538068.87834254,9150154.62990894
BWA,WLD,2015,6329746.61845378,8048007.05468283
BWA,WLD,2016,7320705.826,6102721.575
BWA,WLD,2017,5962911.26039914,5339295.30312024
BWA,WLD,2018,6590146.82278241,6332994.41832492
BWA,WLD,2019,5254253.92847536,6569687.03416751
BWA,WLD,2020,4287224.37243995,6508412.46738983
BWA,WLD,2021,7473466.75701473,8459398.92710839
BRA,WLD,1989,34381434.88,19860207.616
BRA,WLD,1990,31411257.344,22458519.552
BRA,WLD,1991,31621120.0,22976327.68
BRA,WLD,1992,35975315.456,22345572.352
BRA,WLD,1993,38700838.912,27299446.784
BRA,WLD,1994,43557826.56,35508473.856
BRA,WLD,1995,46504931.328,53734285.312
BRA,WLD,1996,47745933.312,56729460.736
BRA,WLD,1997,52985810.944,65074597.888
BRA,WLD,1998,51119869.952,60793118.72
BRA,WLD,1999,48011410.609,51747393.438
BRA,WLD,2000,54993153.735,60045621.239
